symbol,log2fold_change,p_value,-log10(p_value),regulation
COX11,-0.464710275,0.009039725,2.0438447811174605,Not significant
STXBP4,-0.165947308,0.267946322,0.5719521999790833,Not significant
HLF,0.331061793,0.237324968,0.6246565690131471,Not significant
MMD,-0.140965985,0.425373618,0.37122944887691345,Not significant
TMEM100,0.334295508,0.231691863,0.6350892183302353,Not significant
PCTP,0.047023499,0.7477358,0.12625182575929916,Not significant
ANKFN1,0.376196089,0.234205504,0.6304029029069493,Not significant
NOG,-0.11609855,0.716923966,0.14452690137211407,Not significant
C17orf67,-0.017139994,0.933150148,0.030048470721428175,Not significant
DGKE,-0.252801105,0.207754764,0.6824490086741049,Not significant
MTVR2,-0.509513352,0.088174091,1.0546590088446965,Not significant
TRIM25,-0.410210875,0.005215848,2.2826750732813337,Not significant
COIL,0.057357738,0.650891851,0.1864911656802509,Not significant
SCPEP1,0.132804883,0.42065569,0.37607323222349465,Not significant
RNF126P1,0.493832381,0.116710994,0.9328882321410451,Not significant
AKAP1,0.019883546,0.897880781,0.04678132434723719,Not significant
MSI2,0.108935321,0.58755236,0.2309534249782436,Not significant
LOC101927557,0.524788417,0.03962513,1.4020292999618253,Not significant
LOC101927539,0.181089168,0.444003923,0.352613192656268,Not significant
CCDC182,0.369686739,0.214079997,0.6694239099982362,Not significant
MRPS23,0.153907896,0.360166943,0.44349615029356526,Not significant
CUEDC1,0.099824833,0.588676897,0.23012300801711327,Not significant
VEZF1,-0.229144925,0.076126294,1.1184653121287458,Not significant
SRSF1,-0.190721969,0.125536193,0.9012310458634359,Not significant
LOC101927666,1.142109522,0.000325907,3.4869063114319867,Upregulated
DYNLL2,0.409210674,0.016644338,1.7787334734820457,Not significant
OR4D1,0.807516232,0.003214357,2.4929058903231875,Not significant
MSX2P1,0.739304074,0.017328715,1.7612336409271874,Not significant
OR4D2,0.233021513,0.385140074,0.4143812904876464,Not significant
EPX,-0.024614871,0.927600089,0.032639218365004295,Not significant
MKS1,0.241623909,0.107978567,0.9666624404147129,Not significant
LPO,1.001296494,0.00170862,2.767354514373149,Upregulated
MPO,1.383128414,1e-05,5.0,Upregulated
BZRAP1,-0.023256461,0.901358386,0.045102496351301875,Not significant
BZRAP1-AS1,-0.393708263,0.094667662,1.0237983484877458,Not significant
MIR142,0.119066555,0.67394723,0.17137410734749053,Not significant
MIR4736,0.197374545,0.506978983,0.29501004413079984,Not significant
SUPT4H1,0.207052076,0.195804313,0.7081777461821624,Not significant
RNF43,0.174390069,0.444880023,0.3517570954784209,Not significant
HSF5,0.781418011,0.012332044,1.9089649344058672,Not significant
MTMR4,-0.060851215,0.667687612,0.17542668141209325,Not significant
SEPT4-AS1,-0.232030833,0.453224555,0.3436865687730805,Not significant
04-Sep,0.054845217,0.746202816,0.12714311636333037,Not significant
C17orf47,0.007257099,0.977266712,0.009986894068062985,Not significant
TEX14,0.478760688,0.065038363,1.1868303983643864,Not significant
RAD51C,0.157369758,0.431061613,0.3654606503183721,Not significant
PPM1E,0.435155548,0.131337768,0.881610368538148,Not significant
TRIM37,-0.115667414,0.414003768,0.382995706187891,Not significant
SKA2,-0.012602314,0.94655208,0.023855485837136415,Not significant
MIR454,-0.339803238,0.282876274,0.548403477085208,Not significant
MIR301A,-0.606981495,0.055042479,1.2593020146021965,Not significant
PRR11,-0.010904532,0.964704816,0.01560555338513208,Not significant
SMG8,-0.042840744,0.743745924,0.12857540134965806,Not significant
GDPD1,-0.097295909,0.703513011,0.15272786617059778,Not significant
YPEL2,0.155453761,0.238539855,0.6224390490744891,Not significant
MIR4729,-0.037136059,0.895521708,0.0479238821205376,Not significant
LINC01476,0.476549037,0.109302824,0.9613686172655468,Not significant
DHX40,-0.152992794,0.271924453,0.5655517364159754,Not significant
CLTC,-0.096018126,0.471820495,0.32622319810051803,Not significant
PTRH2,-0.369501977,0.009860578,2.0060976271629185,Not significant
VMP1,0.60647376,5.45e-05,4.2636034977233574,Not significant
MIR21,0.189690486,0.461525814,0.3358040030579449,Not significant
TUBD1,-0.295279645,0.066149524,1.1794732765697102,Not significant
RPS6KB1,-0.200393229,0.197771049,0.703837282909608,Not significant
RNFT1,-0.476020576,0.010780836,1.9673475604749417,Not significant
LOC101927755,0.66362414,0.022930892,1.6395790511076926,Not significant
TBC1D3P1-DHX40P1,1.071773022,0.000797502,3.0982682191323803,Upregulated
MIR4737,0.201476755,0.511206837,0.29140334645467025,Not significant
HEATR6,-0.149739372,0.271802495,0.5657465609966111,Not significant
WFDC21P,0.233612978,0.34296428,0.46475110971440464,Not significant
LOC653653,-0.193288577,0.512678507,0.29015488908770176,Not significant
CA4,1.246566699,9.03e-05,4.044312249686494,Upregulated
USP32,0.115414915,0.464247358,0.33325055912137763,Not significant
SCARNA20,0.373996494,0.203116396,0.6922550179791488,Not significant
C17orf64,0.40468706,0.104576546,0.9805657063379986,Not significant
APPBP2,-0.080536803,0.596861989,0.22412607815840654,Not significant
LOC388406,0.703378242,0.011763533,1.9294622248610562,Not significant
PPM1D,0.132026769,0.355388009,0.44929722963422225,Not significant
BCAS3,0.1129775,0.410332609,0.3868639684193308,Not significant
TBX2-AS1,-0.215939875,0.437625046,0.35889783057699354,Not significant
TBX2,-0.045821688,0.817060899,0.08774557245903537,Not significant
C17orf82,-0.204885903,0.48361305,0.3155019884843001,Not significant
TBX4,1.128509267,0.000429772,3.3667618825663292,Upregulated
NACA2,0.732820323,0.021166462,1.6743517287678613,Not significant
BRIP1,-0.146756005,0.546199619,0.26264860713706784,Not significant
INTS2,-0.19124407,0.223303066,0.6511053139292774,Not significant
MED13,-0.225020219,0.09686575,1.0138297545837995,Not significant
TBC1D3P2,0.389465094,0.154976434,0.8097343364223915,Not significant
EFCAB3,0.972249431,0.002262582,2.645395672232291,Not significant
METTL2A,-0.075214044,0.566725889,0.24662694759667558,Not significant
TLK2,0.164736236,0.198566055,0.7020949924277705,Not significant
MRC2,-0.080819893,0.644319654,0.19089862095295088,Not significant
2021-03-10 00:00:00,0.514642789,0.089189621,1.0496856815508833,Not significant
MIR633,0.264741988,0.264269899,0.577952301274941,Not significant
TANC2,-0.085967558,0.670576587,0.17355161391675974,Not significant
CYB561,0.088773499,0.624170223,0.20469695386237607,Not significant
ACE,0.099604569,0.627507186,0.2023812964249681,Not significant
KCNH6,0.765683214,0.016851103,1.7733716668320676,Not significant
DCAF7,0.18235513,0.172660004,0.7628082533635968,Not significant
TACO1,0.249449425,0.102741719,0.988253172250294,Not significant
MAP3K3,0.016634931,0.892504687,0.049389494506646696,Not significant
LIMD2,0.062227404,0.735862388,0.13320339452129806,Not significant
LOC729683,0.093733385,0.682447601,0.16593068856584642,Not significant
STRADA,0.227033854,0.068630384,1.1634835711426303,Not significant
CCDC47,0.044471786,0.766155002,0.11568335869197714,Not significant
DDX42,0.151493017,0.155064762,0.809486883086962,Not significant
FTSJ3,0.155233358,0.245773555,0.6094648486075585,Not significant
PSMC5,0.397032151,0.006388713,2.194586621230189,Not significant
SMARCD2,0.114696697,0.463967892,0.3335120729143194,Not significant
TCAM1P,0.766225842,0.016763618,1.7756322441864572,Not significant
CSH2,0.441823089,0.064384045,1.191221741754255,Not significant
GH2,0.236956971,0.224196872,0.649370450985542,Not significant
CSH1,0.281776252,0.202969114,0.692570044056727,Not significant
CSHL1,0.385684931,0.101910271,0.9917820435320042,Not significant
GH1,0.094551181,0.653582475,0.18469960138511818,Not significant
CD79B,0.31911026,0.265728119,0.5755624866872429,Not significant
SCN4A,0.977760697,0.000378488,3.4219478852957397,Not significant
PRR29-AS1,0.630952372,0.045591127,1.3411196720263439,Not significant
PRR29,-0.123624944,0.655956948,0.1831246634590861,Not significant
ICAM2,0.258333314,0.241924944,0.6163193508069518,Not significant
ERN1,0.098684553,0.528160485,0.27723409420899425,Not significant
SNHG25,0.83436547,0.005651385,2.2478451054290445,Not significant
SNORD104,0.327473721,0.268014488,0.571841728775739,Not significant
SNORA76C,0.160615356,0.600281356,0.22164514508667243,Not significant
TEX2,0.016228273,0.907349315,0.04222548430585254,Not significant
PECAM1,0.290120475,0.076743293,1.1149595694712247,Not significant
MIR1273E,0.083544104,0.636301932,0.1963367581158656,Not significant
MILR1,-0.204268271,0.265284549,0.5762880439469963,Not significant
POLG2,-0.109114538,0.488605704,0.31104146736408606,Not significant
DDX5,-0.131501792,0.309449787,0.5094098119039722,Not significant
MIR3064,-0.59576592,0.006442442,2.1909494826246845,Not significant
MIR5047,-0.020010779,0.910363734,0.040785051517319044,Not significant
CEP95,-0.126228716,0.358739316,0.4452210242547134,Not significant
SMURF2,-0.339079102,0.00303125,2.518378244053661,Not significant
LOC146880,-0.332154771,0.019738592,1.7046838298041425,Not significant
PLEKHM1P,-0.17255,0.257004323,0.5900595714575961,Not significant
LRRC37A3,-0.037887437,0.786566086,0.10426478279352244,Not significant
AMZ2P1,-0.050290484,0.720546369,0.14233806599106336,Not significant
GNA13,-0.231880967,0.158993094,0.7986217392193491,Not significant
LOC100507002,0.055743288,0.843084673,0.07412880595651082,Not significant
RGS9,0.386980667,0.165596698,0.7809483273016009,Not significant
CRAT40,0.281226728,0.20799718,0.6819425531081095,Not significant
AXIN2,0.183909658,0.191820274,0.7171054929891109,Not significant
CEP112,-0.145922589,0.495463302,0.30498850733233035,Not significant
APOH,0.905447475,0.00350448,2.455376414183625,Not significant
PRKCA,0.116462811,0.4689011,0.32891874844398333,Not significant
PRKCA-AS1,-0.080614644,0.751429268,0.12411189327137095,Not significant
MIR634,0.238512186,0.340506437,0.467874673686127,Not significant
CACNG5,0.721265573,0.008918847,2.049691286196004,Not significant
CACNG4,0.026657228,0.923775372,0.03443362029587495,Not significant
CACNG1,0.062596441,0.83434179,0.07865600319567106,Not significant
HELZ,-0.055871816,0.630886907,0.20004848555431934,Not significant
PSMD12,-0.143309828,0.453875142,0.3430636022050622,Not significant
PITPNC1,-0.001981075,0.989631513,0.004526483847706629,Not significant
NOL11,-0.127861195,0.392147123,0.40655096685765907,Not significant
SNORA38B,1.160938494,0.000148076,3.8295153257610326,Upregulated
BPTF,-0.142900279,0.274175793,0.5619708917441905,Not significant
C17orf58,-0.194114023,0.294108934,0.5314917829462781,Not significant
KPNA2,0.161099226,0.470160122,0.3277542096002768,Not significant
LINC00674,-0.080200999,0.497448906,0.3032515199068015,Not significant
LOC440461,0.462434514,0.122176394,0.9130126970875623,Not significant
AMZ2,0.113600253,0.424606351,0.37201351421234996,Not significant
ARSG,0.002589497,0.988701949,0.004934609730668485,Not significant
SLC16A6,-0.18615479,0.499653746,0.3013308522518796,Not significant
PRKAR1A,0.083969301,0.560731744,0.25124485703902194,Not significant
WIPI1,-0.180313529,0.254408715,0.5944680156196069,Not significant
MIR635,-0.222204661,0.370612231,0.4310802521294907,Not significant
FAM20A,-0.210447505,0.168736131,0.7727919131795904,Not significant
LINC01482,-0.082535382,0.773077778,0.11177681027707506,Not significant
ABCA8,0.063530658,0.808222849,0.0924688759246155,Not significant
ABCA9,-0.162606492,0.481080415,0.3177823230611862,Not significant
ABCA9-AS1,0.050596829,0.870733546,0.06011472352941219,Not significant
ABCA6,-0.290312769,0.213057273,0.671503635977237,Not significant
MIR4524B,-0.370794134,0.230881243,0.6366113481243342,Not significant
ABCA10,-0.57326371,0.029875123,1.5246902979898709,Not significant
PRO1804,-0.105550241,0.707700054,0.15015077125654636,Not significant
ABCA5,-0.438344592,0.025622261,1.591382549201115,Not significant
MAP2K6,0.390691542,0.102364103,0.9898523148662595,Not significant
LINC01483,1.331568927,2.52e-05,4.598599459218456,Upregulated
LINC01497,0.522322729,0.099108054,1.0038910512096892,Not significant
LINC01028,0.981081336,0.002208675,2.655868184577047,Not significant
KCNJ16,0.851311696,0.007507331,2.124514435565019,Not significant
KCNJ2-AS1,0.238509515,0.430305863,0.3662227365314333,Not significant
KCNJ2,0.313696428,0.097215108,1.0122662370164675,Not significant
CASC17,0.717580274,0.015853937,1.7998628719283343,Not significant
LOC102723505,0.076622104,0.811048066,0.09095340697257726,Not significant
LINC01152,-0.262392537,0.407245523,0.39014368135237587,Not significant
LOC102723517,0.177347215,0.578697244,0.23754858592475828,Not significant
SOX9-AS1,0.185728668,0.465852743,0.3317513429865622,Not significant
LOC101928205,0.414741417,0.098760735,1.005415686609117,Not significant
SOX9,-0.017623671,0.934353559,0.029488755817363165,Not significant
LINC00673,-0.12208668,0.650649777,0.18665271472541825,Not significant
LINC00511,0.561925222,0.075564544,1.1216819340907371,Not significant
SLC39A11,-0.017489527,0.936821039,0.028343364499523467,Not significant
SSTR2,-0.467770476,0.140095635,0.8535753959415314,Not significant
COG1,-0.052395658,0.799003607,0.0974512601144688,Not significant
FAM104A,-0.48178576,0.004996411,2.3013418441789177,Not significant
C17orf80,-0.254069893,0.153650939,0.8134647813153647,Not significant
CPSF4L,0.175491592,0.582259763,0.23488322072977025,Not significant
CDC42EP4,0.272229563,0.17405317,0.7593180625780804,Not significant
SDK2,0.499525564,0.065141802,1.1861402318345187,Not significant
LOC100134391,0.759842135,0.007758244,2.110236565779118,Not significant
LINC00469,0.197129263,0.482165673,0.31680371174650385,Not significant
LOC400620,0.854011625,0.004474944,2.3492123951286636,Not significant
RPL38,0.741792058,2.84e-06,5.546681659952962,Not significant
MGC16275,-0.240300531,0.20635504,0.6853849194812176,Not significant
TTYH2,0.371074726,0.018844915,1.72480581709547,Not significant
DNAI2,0.726582756,0.023022707,1.6378436135453032,Not significant
KIF19,0.31033089,0.332153778,0.4786608034204706,Not significant
BTBD17,0.564529354,0.062246553,1.2058846933009502,Not significant
GPR142,0.087480462,0.780566552,0.10759006257700757,Not significant
GPRC5C,0.304919775,0.18414745,0.7348342907031578,Not significant
CD300A,0.632537396,0.000850312,3.0704216919136784,Not significant
CD300LB,0.665318684,0.002590586,2.5866019858105633,Not significant
CD300C,0.108031437,0.608897637,0.2154557113451359,Not significant
CD300LD,0.454065987,0.118270728,0.9271227299378929,Not significant
C17orf77,0.554274058,0.076334203,1.1172808244852384,Not significant
CD300E,0.47204275,0.077128164,1.1127870066921788,Not significant
RAB37,0.436408151,0.036852503,1.4335330097812704,Not significant
CD300LF,0.038447544,0.865329314,0.06281858382362075,Not significant
SLC9A3R1,0.369545554,0.115296208,0.938184976068326,Not significant
NAT9,0.009000897,0.960967447,0.017291323910771764,Not significant
TMEM104,0.09378537,0.610481444,0.21432753219556197,Not significant
GRIN2C,0.40703513,0.090288151,1.0443692407492517,Not significant
FDXR,0.31014372,0.125749304,0.9004944100079865,Not significant
FADS6,0.719763038,0.021212039,1.6734175830682203,Not significant
USH1G,0.944414877,0.002926629,2.5336323282887605,Not significant
OTOP2,0.998406126,0.00119946,2.921014230454744,Not significant
OTOP3,0.591864136,0.064802178,1.1884103972546276,Not significant
HID1,0.267993033,0.222405785,0.652853920503188,Not significant
HID1-AS1,-0.781416234,0.002240891,2.6495792676281713,Not significant
CDR2L,0.2261751,0.268247663,0.571464052961733,Not significant
ICT1,0.399251542,0.014033218,1.852842728159724,Not significant
KCTD2,0.107806305,0.458113279,0.3390271194597983,Not significant
ATP5H,0.422640249,0.006054264,2.217938645281756,Not significant
SLC16A5,-0.311072831,0.181017288,0.742279945990135,Not significant
ARMC7,0.089554259,0.582357676,0.23481019576159998,Not significant
NT5C,0.06004568,0.730531478,0.13636106593479458,Not significant
HN1,0.15582589,0.460496331,0.336773825690372,Not significant
SUMO2,0.105983583,0.468619333,0.3291797984492089,Not significant
NUP85,0.058524232,0.684458306,0.1646530019136707,Not significant
GGA3,0.101791175,0.566423158,0.2468589989870502,Not significant
MRPS7,0.430809744,0.019853757,1.7021572979699988,Not significant
MIF4GD,0.236545049,0.213545124,0.6705103406224064,Not significant
LOC100287042,-0.164843279,0.481829076,0.31710699602438525,Not significant
SLC25A19,-0.133435497,0.531778601,0.27426914284988674,Not significant
GRB2,0.347729492,0.011716127,1.931215929317149,Not significant
MIR3678,0.189197147,0.406743824,0.3906790326703499,Not significant
KIAA0195,0.170842421,0.338539995,0.47039001654532575,Not significant
MIR6785,0.033686694,0.800133914,0.09683732145283527,Not significant
CASKIN2,0.275515738,0.062687128,1.2028216268323422,Not significant
TSEN54,-0.066161419,0.731151618,0.13599255459755066,Not significant
LLGL2,-0.023440447,0.904738331,0.043477009562664884,Not significant
MYO15B,0.060297597,0.725435977,0.13940090998369528,Not significant
RECQL5,0.017134376,0.912099529,0.03995776853886814,Not significant
SMIM5,-0.408302818,0.021443846,1.6686973203420101,Not significant
SMIM6,-0.286115749,0.171354993,0.766103236429588,Not significant
SAP30BP,0.120380282,0.300637536,0.5219567966700684,Not significant
ITGB4,0.138013182,0.515899347,0.2874350218349223,Not significant
GALK1,0.249985003,0.221986556,0.65367332659356,Not significant
H3F3B,0.369873271,0.013609687,1.866151862727301,Not significant
MIR4738,0.08943003,0.765416693,0.11610207046436558,Not significant
UNK,-0.083886185,0.455122622,0.34187157722575817,Not significant
UNC13D,0.056358213,0.779272098,0.10831087348694281,Not significant
WBP2,0.47079375,0.005478586,2.261331516632041,Not significant
TRIM47,-0.155703116,0.353877752,0.4511467402371778,Not significant
TRIM65,0.020957351,0.897740374,0.0468492428892694,Not significant
MRPL38,0.346914424,0.044591905,1.3507439738644391,Not significant
FBF1,-0.124164501,0.491564139,0.3084198076458236,Not significant
ACOX1,-0.001312691,0.990314876,0.004226697153006021,Not significant
