symbol,log2fold_change,p_value,-log10(p_value),regulation
SEC31B,0.219070335,0.170765889,0.7675988766128574,Not significant
NDUFB8,0.376041225,0.001331652,2.875609254314317,Not significant
HIF1AN,-0.038439048,0.688201023,0.16228468614269004,Not significant
PAX2,0.578877851,0.054323379,1.2650132240844476,Not significant
SLF2,-0.289168508,0.024164786,1.6168170465598888,Not significant
SEMA4G,-0.260263595,0.106376171,0.9731556461220287,Not significant
MIR608,0.286662455,0.350849012,0.45487974211807086,Not significant
MRPL43,-0.043434505,0.671505276,0.17295057074108117,Not significant
C10orf2,0.091186143,0.599408704,0.22227695496440644,Not significant
LZTS2,0.007789126,0.966035365,0.015006974471444393,Not significant
PDZD7,0.144276591,0.552612635,0.2575791895460961,Not significant
SFXN3,0.066963226,0.657273198,0.18225407682966632,Not significant
KAZALD1,-0.313556874,0.281694022,0.550222369343515,Not significant
TLX1NB,0.54527088,0.086814613,1.0614071664005549,Not significant
TLX1,0.244998971,0.411314025,0.3858264816499246,Not significant
LINC01514,0.856280835,0.003790417,2.4213130088085104,Not significant
LBX1,0.300108186,0.225611649,0.6466384801948596,Not significant
LBX1-AS1,0.099595681,0.709139333,0.1492684254545258,Not significant
LOC101927419,0.537671578,0.04611436,1.3361638143578154,Not significant
BTRC,0.045259545,0.783551562,0.10593241929077658,Not significant
POLL,0.03609248,0.815200055,0.08873579970060486,Not significant
DPCD,-0.044775432,0.765096214,0.11628394709234234,Not significant
FBXW4,0.154593658,0.295329507,0.5296931595805265,Not significant
FGF8,0.043857662,0.885518044,0.05280258486375337,Not significant
NPM3,-0.018796733,0.919330986,0.03652810176512735,Not significant
MGEA5,-0.00241336,0.981315439,0.008191368362366554,Not significant
KCNIP2-AS1,-0.05911656,0.834343774,0.07865497047833868,Not significant
KCNIP2,0.442639751,0.029439952,1.5310629024239453,Not significant
C10orf76,0.064968899,0.534540821,0.2720191236486489,Not significant
HPS6,-0.061724972,0.698318662,0.1559463516360232,Not significant
LDB1,0.038619494,0.772618304,0.11203500725509599,Not significant
PPRC1,0.120764082,0.389837851,0.4091159956894902,Not significant
NOLC1,-0.00865251,0.941690887,0.02609163234631776,Not significant
ELOVL3,0.742705043,0.016544943,1.7813347247161626,Not significant
PITX3,0.644448226,0.043449347,1.362016746175677,Not significant
GBF1,0.055373503,0.567107409,0.24633467881733842,Not significant
NFKB2,0.192247947,0.157534431,0.8026245113404801,Not significant
PSD,-0.016233605,0.951962511,0.02138015412226109,Not significant
FBXL15,0.140724915,0.474069269,0.3241581964133646,Not significant
CUEDC2,0.362319313,0.013148261,1.8811316835275342,Not significant
MIR146B,-0.155804172,0.553101344,0.2571952862224372,Not significant
RPARP-AS1,-0.177076785,0.315024095,0.501656227399787,Not significant
C10orf95,-0.250617657,0.36228117,0.4409542383574454,Not significant
TMEM180,0.098423395,0.68027584,0.1673149527363342,Not significant
ACTR1A,0.162515277,0.162203055,0.7899409703643963,Not significant
SUFU,0.208797375,0.096164433,1.0169855247188013,Not significant
TRIM8,0.211800921,0.109699988,0.9597934199324363,Not significant
ARL3,0.24702683,0.022501408,1.6477903055553673,Not significant
SFXN2,-0.113611021,0.537894365,0.2693030053783596,Not significant
WBP1L,-0.03546452,0.78223219,0.10666431616230664,Not significant
CYP17A1,-0.082403929,0.756123912,0.12140702739811413,Not significant
C10orf32,-0.263090326,0.20458917,0.6891173595472464,Not significant
AS3MT,-0.187839318,0.464579306,0.33294013911212494,Not significant
CNNM2,-0.058076455,0.69572445,0.1575627338660153,Not significant
NT5C2,-0.005755688,0.96138797,0.017101316569037264,Not significant
RPEL1,0.162432013,0.61179341,0.21339520537692017,Not significant
INA,1.002271167,0.00155306,2.8088117656715963,Upregulated
PCGF6,-0.196090578,0.213767513,0.6700582953707895,Not significant
TAF5,-0.323398467,0.019961107,1.6998153773442313,Not significant
USMG5,0.013171319,0.934508757,0.029416624623341703,Not significant
MIR1307,0.027771563,0.834668095,0.07848618699027086,Not significant
PDCD11,-0.062081592,0.58610163,0.2320270708056851,Not significant
CALHM2,-0.170585821,0.186759782,0.7287166416819703,Not significant
CALHM1,0.1494823,0.619174464,0.20818696313358867,Not significant
CALHM3,0.42150996,0.16651449,0.7785479684445604,Not significant
NEURL1-AS1,0.616043337,0.035794313,1.4461859685771226,Not significant
NEURL1,-0.167236626,0.580597347,0.23612495297884198,Not significant
SH3PXD2A,-0.235469123,0.119865573,0.9213055341909954,Not significant
SH3PXD2A-AS1,0.032301544,0.87615192,0.05742058299031592,Not significant
OBFC1,-0.120311218,0.262252825,0.5812798248682335,Not significant
SLK,-0.266643496,0.040588741,1.391594419617248,Not significant
COL17A1,-0.200932193,0.461591169,0.33574250854222276,Not significant
MIR936,0.045382326,0.808041364,0.09256640692696708,Not significant
SFR1,-0.106134127,0.575915888,0.2396409402658043,Not significant
CFAP43,-0.066469483,0.764561743,0.11658743692079855,Not significant
MIR609,0.484348191,0.105494123,0.9767717339185498,Not significant
GSTO1,0.164430808,0.171975565,0.7645332550664454,Not significant
MIR4482,-0.289426132,0.344106159,0.463307554069636,Not significant
GSTO2,0.180438467,0.259356544,0.5861027895549739,Not significant
ITPRIP,0.955667608,1.72e-08,7.764471553092451,Not significant
LOC101927472,1.351832994,1.2e-14,13.920818753952375,Upregulated
CFAP58-AS1,0.253392804,0.408141086,0.3891896842638798,Not significant
CFAP58,0.913199876,0.001501226,2.823553922570474,Not significant
LOC101927523,0.246452276,0.440480824,0.3560729935226702,Not significant
SORCS3,1.056329645,0.000925768,3.03349783507147,Upregulated
SORCS3-AS1,0.57730849,0.068593676,1.1637159222656326,Not significant
LOC101927549,0.533491817,0.080268923,1.095452564085578,Not significant
SORCS1,0.332805437,0.299078582,0.5242146871100019,Not significant
LINC01435,0.561652635,0.048911494,1.3105890714652333,Not significant
XPNPEP1,0.084865189,0.378631062,0.4217837604149173,Not significant
ADD3-AS1,0.216124723,0.494798048,0.30557202235031566,Not significant
ADD3,-0.055786012,0.773410491,0.11158994119428496,Not significant
MXI1,-0.018076446,0.922136967,0.035204567455655304,Not significant
SMNDC1,-0.311083809,0.102650296,0.9886397939701423,Not significant
DUSP5,0.739135953,8.42e-05,4.0746879085003505,Not significant
SMC3,0.05106665,0.729065098,0.13723369192899448,Not significant
RBM20,0.320915417,0.254425885,0.5944387061494683,Not significant
PDCD4-AS1,0.175523387,0.484854128,0.31438890249790374,Not significant
PDCD4,0.001147186,0.995962284,0.0017571075208987126,Not significant
BBIP1,-0.504732915,0.010934205,1.961212787995752,Not significant
SHOC2,-0.326419208,0.090904205,1.0414160269424126,Not significant
RPL13AP6,-0.172087578,0.468620264,0.3291789356428061,Not significant
MIR548E,-0.355629504,0.247904433,0.6057157071562413,Not significant
ADRA2A,-0.244602112,0.315130536,0.5015095118569224,Not significant
GPAM,-0.146744176,0.434472702,0.3620375051605317,Not significant
TECTB,0.896149239,0.003689942,2.4329804602035185,Not significant
GUCY2GP,1.158958542,0.000194286,3.7115584929761534,Upregulated
ACSL5,0.331995284,0.063194386,1.1993215014251506,Not significant
ZDHHC6,-0.259461755,0.004367862,2.359731091362216,Not significant
VTI1A,-0.094092582,0.284792353,0.5454716761815637,Not significant
MIR4295,0.353165109,0.257367885,0.5894456463882894,Not significant
LOC103344931,-0.36170316,0.009972119,2.0012125475835285,Not significant
TCF7L2,0.079886809,0.654840571,0.18386442147818852,Not significant
HABP2,0.57395506,0.070429143,1.152247596182927,Not significant
NRAP,1.437702547,6.88e-06,5.162411561764489,Upregulated
CASP7,0.108898359,0.426780139,0.3697957994711016,Not significant
PLEKHS1,-0.129027143,0.677246842,0.1692530114039437,Not significant
MIR4483,-0.405039129,0.204263077,0.689810130207339,Not significant
DCLRE1A,-0.052427313,0.701351829,0.15406406611050424,Not significant
NHLRC2,-0.342683984,0.014071767,1.8516513645292787,Not significant
ADRB1,0.5253818,0.082499396,1.0835492310237391,Not significant
CCDC186,-0.167182521,0.351650354,0.45388894105401817,Not significant
TDRD1,-0.097125779,0.758340569,0.12013570990879767,Not significant
VWA2,-0.084055189,0.732166287,0.135390272322759,Not significant
AFAP1L2,-0.011470341,0.952164564,0.021287985375297185,Not significant
ABLIM1,0.08972963,0.576853098,0.23893477064117627,Not significant
LOC101927692,0.299208441,0.291568388,0.535259564240837,Not significant
FAM160B1,-0.379304338,0.006623718,2.1788981656028437,Not significant
TRUB1,-0.327171675,0.07588467,1.119845950149979,Not significant
LOC102724589,-0.256969467,0.419696991,0.37706414443344805,Not significant
ATRNL1,0.280514678,0.36521017,0.4374571371799526,Not significant
GFRA1,-0.202138236,0.454775404,0.3422030316622513,Not significant
CCDC172,0.880950932,0.004028215,2.3948873576760823,Not significant
PNLIPRP3,0.912665504,0.003829221,2.4168895680187856,Not significant
PNLIP,0.247469037,0.423147111,0.3735086198865332,Not significant
PNLIPRP1,0.848041776,0.008140712,2.089337609343185,Not significant
PNLIPRP2,0.495392467,0.120718437,0.9182263962168071,Not significant
C10orf82,0.216522201,0.461342147,0.33597686758251766,Not significant
HSPA12A,-0.022781892,0.8598576,0.06557346579696441,Not significant
ENO4,-0.16718883,0.310898096,0.5073819376519693,Not significant
SHTN1,-0.203533901,0.187027115,0.7280954253287045,Not significant
VAX1,1.302833846,3.13e-05,4.504455662453552,Upregulated
MIR3663HG,0.634334093,0.024034547,1.6191640589838183,Not significant
MIR3663,0.010026169,0.939934564,0.02690237989275742,Not significant
KCNK18,0.608057661,0.041551428,1.381414046203257,Not significant
SLC18A2,-0.494817384,0.025785137,1.5886305567844736,Not significant
PDZD8,-0.26857507,0.053172306,1.2743145046029067,Not significant
EMX2OS,-0.002354106,0.992164018,0.0034165272165902496,Not significant
EMX2,0.489796218,0.079550614,1.0993564639648188,Not significant
RAB11FIP2,-0.282168942,0.095629167,1.0194096272299396,Not significant
CASC2,0.037459357,0.867333119,0.061814069815919116,Not significant
FAM204A,-0.047009145,0.714650741,0.14590615164606358,Not significant
LINC00867,0.138733713,0.661596803,0.17940660206919365,Not significant
PRLHR,0.892175342,0.003144732,2.5024163600376426,Not significant
CACUL1,-0.251951931,0.062890623,1.201414103091104,Not significant
NANOS1,-0.583457575,0.004274339,2.369131036689747,Not significant
EIF3A,0.041645965,0.704338868,0.15221834498526413,Not significant
SNORA19,-0.645146655,0.020049886,1.6978880923561026,Not significant
FAM45A,-0.092089095,0.462155265,0.3352120949969062,Not significant
SFXN4,0.089872668,0.483637839,0.3154797280221249,Not significant
PRDX3,-0.255394886,0.077618621,1.110034077357542,Not significant
GRK5,0.224097425,0.155066737,0.8094813516810614,Not significant
MIR4681,0.434398665,0.1684041,0.7736473392870812,Not significant
RGS10,0.067990871,0.694812602,0.15813231323957888,Not significant
TIAL1,-0.174500571,0.083757173,1.0769779895338443,Not significant
BAG3,0.323476693,0.026057062,1.5840745536702046,Not significant
INPP5F,-0.105653737,0.341763854,0.4662738715112695,Not significant
MCMBP,-0.071893031,0.499647241,0.3013365063753951,Not significant
SEC23IP,-0.064665408,0.490672843,0.3092079780117904,Not significant
MIR4682,0.108111546,0.672692402,0.17218347760649277,Not significant
RPL21,0.408928954,0.007443952,2.128196435944594,Not significant
PPAPDC1A,-0.05483841,0.825553571,0.08325473968185383,Not significant
LINC01561,-0.512243282,0.068786901,1.1624942560238156,Not significant
WDR11-AS1,0.244759807,0.404933059,0.39261676569839343,Not significant
WDR11,-0.218687817,0.01570538,1.8039515511529907,Not significant
FGFR2,-0.090934111,0.689293019,0.161596119917435,Not significant
ATE1,-0.055400944,0.583058417,0.23428793081597818,Not significant
ATE1-AS1,-0.237660301,0.359621998,0.4441537504265429,Not significant
NSMCE4A,-0.082790262,0.514806369,0.28835608879864344,Not significant
TACC2,0.07088066,0.703884507,0.15249859382283137,Not significant
BTBD16,0.494974519,0.12222361,0.91284489309266,Not significant
PLEKHA1,-0.335985715,0.018834625,1.7250430222380955,Not significant
MIR3941,0.221149655,0.457479488,0.33962837361528003,Not significant
ARMS2,0.167756912,0.600110332,0.22176889599351074,Not significant
HTRA1,-0.05228747,0.773734031,0.11140830122888391,Not significant
DMBT1,0.146393515,0.646795419,0.18923306469338386,Not significant
C10orf120,0.224532239,0.38353375,0.4161964132173821,Not significant
DMBT1P1,0.782529932,0.01152383,1.9384031570738958,Not significant
FAM24B-CUZD1,0.015941301,0.904635617,0.043526317361654104,Not significant
FAM24B,0.110717625,0.64956984,0.18737414790735496,Not significant
LOC399815,0.37966909,0.182586516,0.7385312982311953,Not significant
FAM24A,0.550777367,0.070354342,1.152709094413316,Not significant
C10orf88,-0.230253815,0.064890356,1.1878198432181692,Not significant
PSTK,-0.479767011,0.023366266,1.6314106836352125,Not significant
IKZF5,-0.425542179,0.010579907,1.975518149839995,Not significant
ACADSB,-0.051718218,0.804749994,0.09433901788033196,Not significant
HMX3,0.082982777,0.729018502,0.13726144943986102,Not significant
HMX2,0.295632393,0.312929501,0.5045534924064783,Not significant
BUB3,-0.156446789,0.367971383,0.4341859549363861,Not significant
GPR26,0.078332894,0.800068161,0.09687301215156738,Not significant
CPXM2,0.238942679,0.222590479,0.6524934159500689,Not significant
CHST15,-0.212999293,0.075035583,1.1247327387972434,Not significant
OAT,0.145343681,0.311925419,0.505949232868306,Not significant
NKX1-2,0.101379121,0.578497445,0.23769855481914892,Not significant
LHPP,0.321633122,0.119948275,0.9210059933265645,Not significant
FAM53B,-0.033653657,0.826530652,0.08274103592481721,Not significant
FAM53B-AS1,0.259675456,0.107765439,0.9675204975738892,Not significant
METTL10,-0.195419391,0.175901296,0.7547309607496161,Not significant
FAM175B,-0.055429861,0.640322336,0.19360134866410506,Not significant
ZRANB1,-0.167427312,0.08227185,1.0847487368525737,Not significant
CTBP2,-0.022717452,0.874690305,0.05814568713455137,Not significant
MIR4296,-0.097411783,0.648836509,0.18786472104852628,Not significant
TEX36-AS1,0.511998157,0.064908787,1.1876965067852046,Not significant
TEX36,0.409681342,0.147976141,0.8298083026276519,Not significant
LOC283038,-0.230444473,0.359157386,0.44471519795945774,Not significant
FLJ37035,0.175580454,0.413311518,0.3837224918048096,Not significant
EDRF1,-0.517156679,2.64e-06,5.578396073130169,Not significant
EDRF1-AS1,-0.123637161,0.560520542,0.25140846671972805,Not significant
MMP21,-0.89667833,0.000170862,3.767354514373149,Not significant
UROS,-0.105612845,0.361289313,0.4421448847474295,Not significant
MIR4484,-0.190816432,0.532249909,0.27388440414196713,Not significant
BCCIP,0.054035747,0.681451604,0.16656498188663868,Not significant
DHX32,-0.09061471,0.460615473,0.3366614773017686,Not significant
FANK1,-0.096420625,0.630151558,0.20055498564616436,Not significant
FANK1-AS1,0.070511738,0.813763612,0.0895017338252325,Not significant
ADAM12,-0.277885476,0.170922138,0.7672016833964102,Not significant
LINC00601,0.342616816,0.252433791,0.5978525105112081,Not significant
C10orf90,0.618769121,0.044593169,1.3507316635483617,Not significant
DOCK1,-0.252826185,0.019471079,1.7106099811578435,Not significant
FAM196A,-0.371129697,0.048469865,1.314528189888066,Not significant
NPS,0.389514092,0.200321516,0.6982724017886377,Not significant
FOXI2,0.288411792,0.364485025,0.4383203101264324,Not significant
CLRN3,0.419882555,0.183525699,0.7363031131425496,Not significant
PTPRE,-0.167098519,0.179853269,0.7450816640686616,Not significant
MKI67,0.038268069,0.872757879,0.05910622181395275,Not significant
LINC01163,0.602734688,0.058718885,1.2312221997361419,Not significant
MGMT,0.469848247,0.003839643,2.4157091533245447,Not significant
EBF3,0.149239172,0.479741397,0.31899280454231427,Not significant
MIR4297,-0.068180603,0.82178621,0.08524115070027768,Not significant
LINC00959,0.214380856,0.288092514,0.54046802658849,Not significant
CTAGE7P,-0.442500115,0.039471274,1.4037188558127274,Not significant
GLRX3,-0.179181199,0.158191406,0.8008171139366858,Not significant
MIR378C,0.017842447,0.898854192,0.04631075181023314,Not significant
TCERG1L,0.685631243,0.029400901,1.5316393602908227,Not significant
TCERG1L-AS1,0.269142646,0.274097563,0.5620948257533049,Not significant
LINC01164,0.546170202,0.059783026,1.223422106328483,Not significant
PPP2R2D,-0.142405102,0.12670556,0.897204327308042,Not significant
BNIP3,-0.090169918,0.587979999,0.23063744683486473,Not significant
JAKMIP3,-0.083167495,0.736844832,0.1326239581398133,Not significant
DPYSL4,0.151321636,0.581092343,0.23575484718170003,Not significant
STK32C,0.061638622,0.767105168,0.11514509139515444,Not significant
LRRC27,-0.047284282,0.676764299,0.1695625594788559,Not significant
PWWP2B,-0.030420464,0.877995288,0.05650781484684728,Not significant
C10orf91,0.456131313,0.141487932,0.8492806010535825,Not significant
INPP5A,-0.027187423,0.82466762,0.08372105737259924,Not significant
NKX6-2,0.041706995,0.864038949,0.06346668002745322,Not significant
CFAP46,-0.037814735,0.89568863,0.047842938747020614,Not significant
LINC01166,0.485538749,0.086499607,1.062985865692632,Not significant
LINC01167,0.100080436,0.717739868,0.1440329295214582,Not significant
LINC01168,0.806786472,0.009802521,2.008662218635065,Not significant
ADGRA1-AS1,0.114818269,0.595141589,0.2253796998072881,Not significant
ADGRA1,1.073184109,0.000528167,3.2772287371041386,Upregulated
KNDC1,0.279236131,0.381699938,0.41827791059389324,Not significant
UTF1,0.036734451,0.828627162,0.08164083484007037,Not significant
VENTX,0.145310357,0.509948378,0.2924737852441227,Not significant
MIR202HG,0.67688063,0.014100707,1.850759111564405,Not significant
MIR202,0.039601825,0.765986171,0.11577907098437303,Not significant
ADAM8,-0.076088249,0.727271855,0.13830321904853804,Not significant
TUBGCP2,0.036489061,0.777577722,0.10925619066288578,Not significant
ZNF511,0.013899253,0.931980195,0.030593316501816042,Not significant
CALY,0.508045715,0.103006917,0.9871336110805752,Not significant
PRAP1,0.201303878,0.473552293,0.32463205613828866,Not significant
FUOM,0.114877793,0.573864683,0.24119050194789365,Not significant
ECHS1,0.068367193,0.604212835,0.21881005345785567,Not significant
MIR3944,0.071268564,0.728249782,0.13771963670539117,Not significant
PAOX,0.029733964,0.872703927,0.059133069787153394,Not significant
MTG1,-0.055966564,0.728532518,0.13755105875633572,Not significant
SPRN,-0.17593032,0.350105433,0.4558011497216502,Not significant
SCART1,-0.01873026,0.92040275,0.036022092406652516,Not significant
CYP2E1,-0.077535767,0.72157253,0.14172000858210926,Not significant
SYCE1,-0.032660472,0.915318333,0.03842783902435995,Not significant
SPRNP1,-0.176864768,0.566384427,0.2468886962804085,Not significant
FRG2B,0.203924099,0.377960427,0.4225536690390127,Not significant
LINC01001,0.169206402,0.597328646,0.22378665735838077,Not significant
SCGB1C1,0.095359618,0.633845238,0.19801676812353614,Not significant
ODF3,0.364036906,0.113931684,0.943355483358498,Not significant
BET1L,0.140531576,0.40923274,0.3880296285460302,Not significant
RIC8A,0.164710991,0.238958727,0.6216771040059873,Not significant
MIR6743,0.010026169,0.939934564,0.02690237989275742,Not significant
SIRT3,0.110426216,0.443933429,0.35268215057363156,Not significant
PSMD13,0.429669684,0.000343065,3.4646235870508484,Not significant
NLRP6,0.139741426,0.644783582,0.19058602941881747,Not significant
ATHL1,0.26911156,0.375730628,0.4251234016115353,Not significant
IFITM5,0.665748946,0.037051985,1.4311885204389299,Not significant
IFITM2,0.576884712,0.004133722,2.3836587337865387,Not significant
IFITM1,0.182120192,0.477658942,0.3208820876452092,Not significant
IFITM3,0.514070199,0.011864913,1.925735441918488,Not significant
B4GALNT4,-0.035677929,0.860294268,0.06535297072274998,Not significant
PKP3,0.080241853,0.697209589,0.15663664849671288,Not significant
SIGIRR,0.201358085,0.298804115,0.524613425901193,Not significant
ANO9,-0.042568775,0.826553302,0.08272913481115395,Not significant
PTDSS2,0.226580767,0.205129827,0.6879711862445225,Not significant
RNH1,0.233279435,0.136346453,0.8653561555776073,Not significant
HRAS,0.522164688,0.00611657,2.2134920496953128,Not significant
LRRC56,0.292036169,0.156129281,0.8065156402803391,Not significant
LMNTD2,-0.17717299,0.489887473,0.3099036658233857,Not significant
RASSF7,0.045365083,0.832955197,0.07937835779964539,Not significant
MIR210HG,-0.011617348,0.963659568,0.01607636220824061,Not significant
MIR210,0.332785306,0.280565517,0.551965707138319,Not significant
LOC143666,0.333468768,0.187828896,0.7262375941359978,Not significant
PHRF1,0.14764811,0.323239134,0.4904760654364535,Not significant
IRF7,0.040271141,0.83973415,0.07585818472654998,Not significant
CDHR5,0.098030207,0.588017297,0.23060989861575473,Not significant
SCT,0.030083071,0.905446355,0.043137275242389424,Not significant
DRD4,-0.096548254,0.698910644,0.15557834542506632,Not significant
DEAF1,-0.081155827,0.552636854,0.25756015641708124,Not significant
TMEM80,0.037653292,0.820080465,0.08614353323697678,Not significant
EPS8L2,0.166529496,0.357352817,0.4469027900208148,Not significant
TALDO1,0.36184049,0.015145807,1.819707581604173,Not significant
PDDC1,0.185482909,0.289706407,0.5380419000534806,Not significant
LOC171391,-0.140606422,0.501233,0.2999603438109499,Not significant
CEND1,-0.075979559,0.718966899,0.1432911039322272,Not significant
SLC25A22,0.177995305,0.423357362,0.3732928836349132,Not significant
PANO1,0.294837287,0.309243562,0.5096993329825231,Not significant
PIDD1,0.197293828,0.319363248,0.49571506349234656,Not significant
RPLP2,0.396017418,0.013264434,1.877311276847963,Not significant
SNORA52,0.240448215,0.385049223,0.4144837486451723,Not significant
PNPLA2,0.239307856,0.217617337,0.6623065084982027,Not significant
CRACR2B,0.124467551,0.609719707,0.2148697677416691,Not significant
CD151,0.181189071,0.349100027,0.45705011759673336,Not significant
POLR2L,0.477672564,0.011054829,1.956447970853768,Not significant
TSPAN4,0.005690683,0.975972259,0.01056252652843469,Not significant
CHID1,0.317942163,0.043302223,1.363489807760916,Not significant
AP2A2,0.131715614,0.265000367,0.5767535246067224,Not significant
MUC6,0.035734689,0.901958758,0.044813320088335384,Not significant
MUC2,0.634891619,0.047456095,1.3237080012582847,Not significant
MUC5AC,1.178072326,0.000179531,3.745860550057704,Upregulated
MUC5B,-0.092204857,0.764717032,0.11649923697042384,Not significant
TOLLIP,0.179409047,0.187371778,0.7272958221028455,Not significant
TOLLIP-AS1,0.089901445,0.744606674,0.12807307546602503,Not significant
BRSK2,-0.014184815,0.957933501,0.018664638260858152,Not significant
MOB2,0.239509421,0.181363052,0.7414511844584791,Not significant
DUSP8,0.04871188,0.846081952,0.07258756890231452,Not significant
KRTAP5-AS1,-0.142992183,0.619256956,0.20812910636433107,Not significant
KRTAP5-1,0.246695153,0.392640609,0.40600478534588125,Not significant
KRTAP5-2,-0.096303426,0.723969781,0.14027956117694992,Not significant
KRTAP5-3,0.11091106,0.521495898,0.2827491033121793,Not significant
KRTAP5-4,0.380673529,0.125987394,0.899672907185003,Not significant
KRTAP5-5,0.177969484,0.386443297,0.4129142212970053,Not significant
FAM99B,0.254929884,0.246011871,0.6090439360453759,Not significant
FAM99A,0.045026546,0.787352106,0.10383100652893654,Not significant
KRTAP5-6,0.256901782,0.301468685,0.5207577934343488,Not significant
IFITM10,0.394431665,0.127926866,0.8930382394909413,Not significant
CTSD,0.308263389,0.150926002,0.821235932177313,Not significant
SYT8,-0.168930889,0.598217056,0.22314120878867635,Not significant
TNNI2,-0.047653194,0.881018622,0.05501491185313959,Not significant
LSP1,-0.006452942,0.972611248,0.012060712234337653,Not significant
MIR4298,-0.19205295,0.546792352,0.2621775685508619,Not significant
MIR7847,-0.032650284,0.901393356,0.04508564735575771,Not significant
LINC01150,0.461185978,0.144038628,0.8415210240326807,Not significant
TNNT3,0.439951597,0.144095171,0.8413505732678576,Not significant
MRPL23,-0.011083201,0.965011899,0.015467331590735675,Not significant
MRPL23-AS1,0.701298588,0.026987799,1.568832533047495,Not significant
LINC01219,0.026686625,0.898125617,0.04666291616723475,Not significant
HOTS,0.116853664,0.61657982,0.21001069337218076,Not significant
H19,0.031156409,0.842949824,0.07419827568185662,Not significant
IGF2,0.285389531,0.340771214,0.4675370985560584,Not significant
MIR483,-0.013634355,0.918383955,0.036975712398010056,Not significant
IGF2-AS,0.081104883,0.800150176,0.09682849489896386,Not significant
INS,0.01083913,0.937431964,0.02806024224726764,Not significant
TH,0.388897075,0.216605516,0.6643304879791215,Not significant
MIR4686,0.08374507,0.701903504,0.15372258952386583,Not significant
ASCL2,0.162961524,0.59989902,0.22192184752902264,Not significant
C11orf21,0.06772904,0.795028221,0.09961745498246992,Not significant
TSPAN32,0.331498596,0.144332714,0.8406352219249081,Not significant
CD81-AS1,0.053647369,0.846145662,0.07255486774411785,Not significant
CD81,0.302584363,0.048572469,1.3136098202283668,Not significant
TSSC4,0.234225205,0.166211688,0.7793384399055358,Not significant
TRPM5,0.68354035,0.023092132,1.6365359686379932,Not significant
KCNQ1,0.157039839,0.475691788,0.32267434586214433,Not significant
KCNQ1OT1,-0.207617025,0.154989775,0.8096969522010252,Not significant
KCNQ1-AS1,0.309906364,0.333523397,0.47687369448633476,Not significant
KCNQ1DN,0.483111767,0.115130732,0.9388087340893391,Not significant
CDKN1C,0.092173615,0.628515571,0.20168395852597834,Not significant
SLC22A18AS,0.370016785,0.138117584,0.8597510270836983,Not significant
SLC22A18,0.195308498,0.401782579,0.3960088978719698,Not significant
PHLDA2,-0.013145339,0.964381411,0.01575116948696305,Not significant
NAP1L4,0.12678179,0.193457238,0.7134150169654536,Not significant
SNORA54,0.790466118,0.009098951,2.0410086737417275,Not significant
CARS,0.145046446,0.223777554,0.6501834775164247,Not significant
OSBPL5,0.01013713,0.953866219,0.020512531400955762,Not significant
MRGPRG,0.033686694,0.800133914,0.09683732145283527,Not significant
MRGPRG-AS1,0.470082237,0.072262861,1.1410848480279494,Not significant
MRGPRE,0.346898444,0.266111205,0.574936838461698,Not significant
ZNF195,-0.291828676,0.020333854,1.6917802990647062,Not significant
TSSC2,-0.161074932,0.513660205,0.28932407924036335,Not significant
OR7E12P,-0.116979371,0.668052715,0.17518926667066487,Not significant
LOC101927708,0.081349621,0.745060133,0.1278086743977772,Not significant
TRPC2,0.35391315,0.245509939,0.6099309216042192,Not significant
ART5,1.022185216,0.001155706,2.937152632020062,Upregulated
ART1,0.06172347,0.847256128,0.07198528133158665,Not significant
CHRNA10,-0.598686192,0.009751475,2.010929688310567,Not significant
NUP98,-0.021981965,0.807526272,0.09284333946246442,Not significant
PGAP2,0.081724286,0.608749659,0.21556126905362927,Not significant
RHOG,0.447574282,0.016640586,1.7788313840497851,Not significant
STIM1,0.373980999,0.003430777,2.4646075101038205,Not significant
RRM1,0.060863384,0.653611347,0.18468041685399122,Not significant
LOC100506082,0.384199528,0.176665519,0.7528482064033225,Not significant
OR52B4,0.691278325,0.023443615,1.62997541938172,Not significant
TRIM21,0.39836676,0.004987816,2.302089575975089,Not significant
OR52K2,0.499580711,0.117936482,0.928351831202732,Not significant
OR52K1,0.524364419,0.090908344,1.0413962533363463,Not significant
OR52M1,0.354393348,0.098099587,1.008332820999242,Not significant
C11orf40,0.586422034,0.033021748,1.4811999411682777,Not significant
OR52I2,0.230628792,0.420502949,0.3762309541349484,Not significant
OR52I1,0.284301518,0.37467851,0.4263412155159209,Not significant
TRIM68,0.170749412,0.26164903,0.582280870962261,Not significant
OR51D1,0.621029106,0.026901512,1.5702233097818787,Not significant
OR51E1,0.445910488,0.091610847,1.0380531015139378,Not significant
OR51E2,0.770157008,0.011506872,1.939042717878868,Not significant
OR51F1,0.597682132,0.034296874,1.4647454620685476,Not significant
OR52R1,0.598534454,0.029114704,1.5358876208683416,Not significant
OR51F2,0.325579953,0.223565015,0.6505961568732809,Not significant
OR51S1,0.418913163,0.106199636,0.9738769717993927,Not significant
OR51T1,0.917440405,0.001677582,2.7753162423797493,Not significant
OR51A7,0.419680079,0.15722826,0.8034693917634588,Not significant
OR51G2,0.453421691,0.091998384,1.0362198011984298,Not significant
OR51G1,0.155995205,0.403775097,0.39386046986239703,Not significant
OR51A4,0.315578634,0.224042146,0.6496702760698271,Not significant
