,ids,growth,status
521,{'1158.1'},0.10099999998857628,optimal
522,{'2632.1'},0.10099999998857628,optimal
523,{'5096.1'},0.100999999988577,optimal
524,{'83884.1'},0.100999999988577,optimal
525,{'1610.1'},0.10099999998857628,optimal
526,{'8310.1'},0.10099999998857628,optimal
527,{'526.1'},0.10099999998857628,optimal
528,{'6487.9'},0.10099999998857628,optimal
529,{'771.2'},0.10099999998857628,optimal
530,{'4713.1'},0.10099999998857706,optimal
531,{'10400.2'},0.10099999998857714,optimal
532,{'6833.1'},0.10099999998857714,optimal
533,{'2026.1'},0.10099999998857714,optimal
534,{'1056.1'},0.10099999998857714,optimal
535,{'115286.1'},0.10099999998857714,optimal
536,{'3948.2'},0.10099999998857714,optimal
537,{'1891.1'},0.10099999998857714,optimal
538,{'1723.1'},,infeasible
539,{'6547.3'},0.10099999998857713,optimal
540,{'790.1'},,infeasible
541,{'27232.1'},0.10099999998857713,optimal
542,{'6820.1'},0.100999999988577,optimal
543,{'25796.1'},0.100999999988577,optimal
544,{'516.2'},0.100999999988577,optimal
545,{'3290.2'},0.100999999988577,optimal
546,{'27068.1'},0.100999999988577,optimal
547,{'11343.2'},0.100999999988577,optimal
548,{'6390.1'},0.10099999998857016,optimal
549,{'6575.1'},0.10099999998857714,optimal
550,{'9123.1'},0.10099999998857714,optimal
551,{'5238.1'},0.10099999998857714,optimal
552,{'445.1'},0.10099999998857714,optimal
553,{'8527.1'},0.10099999998857714,optimal
554,{'51166.1'},0.10099999998857606,optimal
555,{'6487.5'},0.10099999998857485,optimal
556,{'6483.1'},0.10099999998857485,optimal
557,{'5144.1'},0.10099999998857485,optimal
558,{'522.1'},0.10099999998857485,optimal
559,{'515.3'},0.10099999998857485,optimal
560,{'9497.1'},0.10099999998857485,optimal
561,{'4714.1'},0.10099999998857485,optimal
562,{'4731.2'},0.10099999998857485,optimal
563,{'18.2'},0.10099999998857485,optimal
564,{'55343.1'},0.10099999998857485,optimal
565,{'4705.1'},0.10099999998857485,optimal
566,{'27124.2'},0.10099999998857485,optimal
567,{'4541.1'},0.10099999998857485,optimal
568,{'6509.1'},0.10099999998857485,optimal
569,{'155184.1'},0.10099999998857485,optimal
570,{'84264.2'},0.10099999998857485,optimal
571,{'125965.1'},0.10099999998857737,optimal
572,{'4047.1'},,infeasible
573,{'5152.20'},0.1009999999885763,optimal
574,{'8833.1'},0.10099999998857628,optimal
575,{'6582.1'},0.10099999998857626,optimal
576,{'9058.1'},0.10099999998857626,optimal
577,{'641649.1'},0.10099999998857626,optimal
578,{'4248.1'},0.10099999998857626,optimal
579,{'84812.1'},0.10099999998857626,optimal
580,{'5162.1'},0.10099999998857626,optimal
581,{'4942.1'},0.10099999998857626,optimal
582,{'28982.1'},0.10099999998857628,optimal
583,{'5152.1'},0.10099999998857628,optimal
584,{'27034.1'},0.10099999998857628,optimal
585,{'4715.1'},0.10099999998857628,optimal
586,{'55312.1'},0.10099999998857628,optimal
587,{'1962.1'},0.10099999998857628,optimal
588,{'5834.1'},0.10099999998857628,optimal
