Gene_ID,Mesenchymal,Epithelial
79896_AT1,6.716619255,7.10401181
26266_AT1,6.592291741,0.018902898
57379_AT1,2.315815661,-0.384170187
23743_AT1,-0.984899731,1.638967277
28231_AT1,7.686016191,7.454385182
117247_AT1,6.709440841,2.399614162
29925_AT2,7.857343225,6.78554908
28965_AT1,4.000028109,7.304509831
51022_AT2,9.924544746,10.01085305
6783_AT1,1.023319111,-5.235546182
79799_AT1,2.385024177,3.752844217
11226_AT1,2.32228522,6.046200296
59272_AT1,2.328599565,1.71132964
9955_AT1,9.548458181,4.654379849
80724_AT1,6.992294115,7.092297901
56606_AT2,-5.184746536,-0.223890495
80235_AT1,3.892440745,7.438173873
51478_AT1,9.463452378,9.199672341
53630_AT1,-1.944171678,6.808368877
11182_AT1,6.3825239,6.761857559
55867_AT1,2.325408194,-5.273800966
29881_AT1,-0.574357983,3.475390295
11136_AT1,4.360098338,3.005873483
64180_AT1,3.530705564,3.312704138
50617_AT1,2.099443366,3.629912
387893_AT1,7.902307117,7.044524384
54363_AT1,-9.058304236,-2.267114471
51700_AT1,2.841326378,2.227530458
79966_AT1,6.188098053,6.818746202
55066_AT1,3.644695779,3.833396375
64064_AT1,3.79990206,3.370016876
9227_AT1,1.070048864,2.496151798
10858_AT1,3.259548665,3.254754661
23491_AT1,7.335254045,7.17560888
27115_AT1,2.546479629,-2.206975063
64240_AT1,-0.124547192,1.825682166
51557_AT1,1.639828949,-1.325837961
51086_AT1,2.46104748,4.792325926
26279_AT1,3.102877969,4.159616868
9348_AT1,0.700165423,0.433898263
29124_AT1,0.728053571,0.480429971
8693_AT1,-3.82554554,-0.812851378
10164_AT1,4.017846515,1.06866484
23539_AT1,3.453732994,3.822287254
55304_AT1,4.749161726,4.98107663
53919_AT1,-5.487500215,-2.997605021
89874_AT1,7.317762626,5.435538025
64078_AT1,1.272141808,-5.12274779
6561_AT1,-1.318266594,-0.095195301
51733_AT1,1.027083731,-0.464995175
57127_AT1,2.311350608,6.911392715
55613_AT1,-9.208038025,-6.601914892
57084_AT1,2.484502854,-0.947608395
23439_AT1,-1.135618017,1.287085283
23533_AT1,3.512580156,3.890465886
80201_AT1,3.067310652,2.244013164
10841_AT2,1.897084379,4.116113818
27159_AT2,-1.134435741,2.274894127
6553_AT1,6.300708236,5.466584224
80339_AT1,3.043010817,-1.017726283
50700_AT1,-7.346520285,-4.079110811
60482_AT1,-2.582182938,-4.873761142
80704_AT1,3.36362295,2.40505777
9990_AT1,3.813598968,3.507875787
10826_AT1,3.333545363,3.814685765
55065_AT1,5.167375176,5.033714051
50487_AT1,4.266157164,4.470800042
79948_AT1,4.215614937,4.049443384
51179_AT2,2.161640235,0.811498817
8708_AT1,-1.085697636,1.479385146
51301_AT1,2.440778847,3.078176722
4284_AT1,2.291109707,2.438016306
51079_AT1,10.65042505,10.47978581
25769_AT1,-3.315754602,-2.568169602
56301_AT1,7.544451032,6.644266415
29968_AT1,5.772622212,1.61885061
27090_AT1,3.83956876,3.707636185
54682_AT1,8.509513548,10.054767
476_AT1,10.63856863,10.62417085
81849_AT1,2.924108466,3.425263711
81490_AT1,9.399731093,7.768435278
64850_AT1,3.436142819,-4.620187921
81031_AT1,-3.154728473,8.774072237
81579_AT1,8.360280174,9.497270916
26503_AT1,4.498697515,3.650687079
9953_AT1,-1.294668523,-2.683841108
50940_AT1,2.330630898,1.96868974
51146_AT1,0.277066749,-2.19290363
51380_AT1,7.860290601,8.604536919
55825_AT1,6.102006374,5.937565315
23563_AT1,7.159776801,7.741605971
1103_AT3,3.671978455,3.623148153
27010_AT1,8.490006178,6.924182352
51805_AT1,10.92164753,9.638266417
81537_AT1,5.486586798,6.215648704
9376_AT1,-2.063026209,0.630847424
4759_AT1,4.971732657,4.131021815
7350_AT1,-2.20012629,1.675883629
30814_AT1,1.952257446,3.171225867
64600_AT1,2.146899668,2.056347199
81894_AT1,7.373326869,7.037409089
83468_AT1,5.603826211,3.315815643
57818_AT1,-5.447783672,-1.707465978
9334_AT1,9.07278384,9.232402466
51606_AT2,9.623382344,9.871831997
6646_AT1,7.88193265,7.470676334
65010_AT2,6.918308814,6.19924207
51268_AT1,4.43932896,4.708294362
79814_AT1,2.812348039,9.78977907
27034_AT1,6.206598137,5.851996213
56994_AT1,11.66384701,10.97604664
51227_AT3,9.650177699,9.618966466
81616_AT1,0.073414045,1.359878236
92579_AT1,6.273289863,5.527840804
54480_AT1,5.718200062,5.286145552
57171_AT1,6.529693767,7.625835311
26873_AT1,-5.705366583,4.865994592
64419_AT1,8.743707495,9.502069086
11285_AT1,5.929275008,5.575845054
100526794_AT1,10.29431116,10.04314162
57665_AT1,10.29431116,10.04314162
29956_AT1,9.726807855,11.16223566
51477_AT1,9.572992985,8.907872531
30815_AT1,7.252826057,7.513994534
55331_AT1,5.432705338,5.978251159
80270_AT1,2.702871585,8.224348753
11164_AT1,9.468341591,7.839946534
28982_AT1,10.13636127,7.704667002
5169_AT1,2.861630796,2.1251542
129807_AT1,4.648367239,4.575455763
4715_AT1,12.05619073,12.39289275
30061_AT1,5.266754367,-1.786660653
84274_AT1,9.001089401,9.190082779
2519_AT1,9.678216964,10.18805051
83549_AT1,8.097647985,9.032210283
94005_AT1,9.789536128,9.243721912
55904_AT1,6.217777364,6.90247023
29085_AT1,9.679933318,10.13489233
26061_AT1,9.703605189,9.252098065
60386_AT1,8.624806536,7.77568795
55967_AT1,12.09895933,11.86475849
57026_AT1,8.058315363,6.00394637
51251_AT1,8.919757534,9.30161134
90701_AT1,10.34670565,8.737143463
50484_AT1,9.269622435,9.892002379
29785_AT1,2.19143967,1.029206138
93183_AT1,8.89536226,8.346241143
84264_AT2,3.831248043,4.135155844
83594_AT1,9.842363193,9.110564534
84513_AT1,7.392753332,7.427742758
51166_AT1,6.407352546,5.721358962
83733_AT1,5.145178861,5.140696939
10870_AT1,5.295868945,6.009427095
84735_AT1,-2.042708737,-2.178656841
9963_AT1,0.825970844,1.944181079
55276_AT1,7.287775605,8.008470021
127_AT1,6.836904921,6.467851607
4166_AT1,1.572153093,0.295180028
114971_AT1,10.33241219,10.6352683
84076_AT1,4.809068214,4.730987791
57704_AT1,5.104117066,5.120121031
84750_AT1,2.469064526,-6.422759317
54675_AT1,9.985141178,9.015437564
83697_AT1,3.4965431,3.759049947
50808_AT1,6.400841681,7.820569305
28976_AT1,8.929490042,9.479339218
83884_AT1,-0.436578561,3.185493809
55586_AT1,1.874424595,0.543816915
84649_AT1,4.091687232,5.874293092
84812_AT1,4.571404436,4.215893325
84814_AT1,4.332855732,3.161643588
84618_AT1,3.348468159,3.61977637
123688_AT1,1.768070437,2.125744743
201595_AT1,11.89054382,11.48100818
347734_AT1,9.448346572,9.630756071
137964_AT1,9.215547579,8.593299061
11112_AT1,9.544506641,9.464334106
56261_AT1,8.999645937,7.303378811
84706_AT1,8.934814561,8.813048303
29920_AT1,10.55645631,8.866426956
84532_AT1,9.137847457,7.133036338
80854_AT1,11.23259609,11.30805806
91012_AT1,9.408175085,9.292753072
112483_AT1,10.04104007,8.461797198
4645_AT1,6.177190231,7.375169753
126328_AT1,9.737439582,8.437428591
123096_AT1,3.182692539,6.83551626
57678_AT1,8.372123155,6.637045014
25902_AT1,10.14518637,8.597999868
84129_AT1,9.122118285,9.006977139
10999_AT1,5.123361125,5.500038928
221955_AT1,4.521389772,3.285378703
64841_AT1,11.76427381,11.91700779
115286_AT3,10.2316462,9.639623871
84912_AT1,9.965820769,7.993988125
128869_AT1,6.171141819,6.189481619
84752_AT1,8.059845364,8.266203182
139596_AT1,9.090201547,8.004954451
4731_AT1,5.180867236,6.074980221
84693_AT1,7.819221166,8.024215124
113189_AT1,7.444036356,7.297491574
170384_AT1,8.960236266,7.841262901
2686_AT1,4.738631668,3.050341658
85007_AT1,8.917222482,9.346224621
130367_AT1,6.401985687,4.431652631
124935_AT1,5.332791304,6.26392905
53354_AT3,9.441548202,8.761128021
284129_AT1,8.619771623,9.050806558
129607_AT1,2.777815623,3.69247015
93100_AT1,8.578183441,8.537082842
220074_AT1,6.306045413,7.277752115
376497_AT1,5.231710249,5.415832028
285440_AT1,7.979725382,5.478668002
286410_AT1,10.55247147,10.05474353
118881_AT1,8.890043758,8.17430032
92370_AT1,9.228559838,8.83594673
253558_AT1,10.6250557,10.26358035
132789_AT1,7.195885953,6.190640863
201164_AT1,11.21758149,9.260420533
166929_AT1,7.49197192,6.477293646
145173_AT1,8.858226862,5.571546599
137872_AT1,4.696263076,5.33682749
79993_AT1,8.487206806,10.38122806
154141_AT1,9.108831352,9.755914944
403313_AT1,7.808202655,9.279496499
126129_AT1,9.380284973,6.673833543
91179_AT1,4.270393159,0.216686015
493869_AT1,11.114003,9.754211787
260293_AT1,5.634970756,-1.926028271
55808_AT1,0.750694114,1.224499299
140838_AT1,10.07917661,9.229320515
349565_AT1,6.801097265,7.000697035
111_AT1,1.255850691,7.146909081
9951_AT1,-0.889833941,-0.100858141
113278_AT1,-0.63788513,2.035263483
113675_AT1,6.48544614,6.141666667
117248_AT1,1.700173943,0.822960833
145553_AT1,9.368543589,9.887300952
284111_AT1,2.452150562,-5.664187935
57571_AT1,-8.924473478,5.061534683
64902_AT1,-9.548232759,-3.35338116
200931_AT1,4.205576942,5.144895241
197257_AT2,-2.654686093,4.129312897
162417_AT1,4.273220074,5.26984095
50614_AT1,4.433366019,4.108794523
138639_AT1,8.372838982,8.343967094
93517_AT1,0.827027567,8.985990196
122970_AT1,-3.149542226,8.819506319
11227_AT1,1.884924957,2.473352391
144193_AT1,-0.45056858,3.678257539
56624_AT1,8.526754239,7.818794007
133121_AT1,-3.954512507,2.064719903
641649_AT1,8.399785328,8.809563561
84569_AT1,3.268900936,-0.164020979
127124_AT1,3.22412438,-1.291845093
84889_AT1,0.646065449,-3.14444771
130013_AT1,3.883047537,5.440441784
158584_AT1,5.647341507,6.497786477
196883_AT1,2.531809215,2.639164336
123264_AT1,2.715168918,-0.899696844
120103_AT1,7.34115902,2.060878715
259307_AT1,3.849083252,3.604371844
340024_AT1,-0.343488781,-1.716067352
146802_AT1,-0.638621088,3.740821882
117283_AT1,1.324020712,1.992172263
170712_AT1,1.676889625,1.346121878
377677_AT1,5.883058011,3.472059466
151531_AT1,2.879643054,1.963318645
163404_AT1,-2.75913188,5.696507076
89869_AT1,2.201918973,1.306974143
341947_AT1,1.731503271,3.390387987
114571_AT1,2.378908417,3.274421722
5948_AT1,3.31324109,3.36906656
3767_AT1,3.298446829,3.593708501
64241_AT1,0.072118936,-2.648441398
26301_AT1,3.550833504,-1.236488169
200010_AT1,5.032057459,4.84313688
80168_AT1,1.485227099,2.705508414
1582_AT1,-0.341297825,2.728294565
84701_AT1,5.546371736,4.403062221
64900_AT1,2.196820798,3.796080651
168391_AT1,2.833703254,1.664015156
55902_AT2,7.184185244,7.439426412
114805_AT1,5.724532056,2.199754162
83401_AT1,-4.696444904,3.610682459
140687_AT1,-1.955677836,-2.5988057
92745_AT1,-1.275041676,-0.904244337
154091_AT1,6.470013228,4.446958659
2595_AT1,5.21956925,2.575687425
196051_AT1,6.937717675,-2.5901209
162466_AT1,2.02589855,-2.332869607
124975_AT1,2.089993247,-2.095477124
166785_AT1,5.71984731,6.049579573
123099_AT1,2.382318896,6.791168811
401494_AT1,2.462916767,2.085264696
115584_AT1,4.868226314,4.504948562
374907_AT2,2.940120841,3.500147776
116369_AT1,0.618696136,1.603870395
199974_AT1,-1.808837063,-1.266713918
160728_AT1,-1.658535991,2.145149161
116085_AT1,2.067636489,-5.782570961
195814_AT1,-1.989524548,4.635441467
338707_AT1,3.470959199,3.157688404
134526_AT1,-2.291929596,2.72369961
348932_AT1,1.993199288,2.872581413
339221_AT1,3.038740137,3.105682249
171425_AT1,6.209723864,5.471044347
132158_AT1,6.594071638,4.740399246
135152_AT1,5.486639175,0.376634246
64711_AT1,3.870073186,4.068242572
166012_AT1,3.868750227,2.636428286
125206_AT1,1.980388207,3.186150312
125061_AT1,7.223330445,7.313179608
222537_AT1,4.581526291,4.602990288
140679_AT1,1.917823974,-1.693636214
93979_AT1,4.019221428,4.303181275
137902_AT1,0.48068382,-1.940004412
641372_AT1,4.572928542,2.378134535
253017_AT1,1.136877908,-1.983789038
337876_AT1,8.192782376,4.006080595
115019_AT1,1.82850391,2.585005824
145226_AT1,1.38706835,-0.168384323
138429_AT1,3.810946751,4.992949983
126410_AT1,5.479850732,6.658185243
527_AT1,10.10873149,10.01012003
