Genes,Sensitive,Resistant
LGALSL,3.948666667,1.678333333
LOC105374773,0.2264,0.280633333
AFTPH-DT,0.054326667,0.094823333
AFTPH,22.21666667,19.38
LINC02579,0.0712,0.038816667
SERTAD2,20.92666667,32.98666667
LOC105374775,0.3552,0.255833333
LOC105374777,0.11633,0.1879
LOC105374776,0.069823333,0.096303333
LINC01800,0.017916667,0.03482
SLC1A4,5.246666667,19.32333333
LINC02576,0.163166667,0.08539
CEP68,11.39966667,9.340333333
RAB1A,99.20333333,74.48
ACTR2,208.2333333,174.4
SPRED2,16.71666667,8.314666667
LOC105374781,0.499233333,0.2091
MEIS1-AS3,0.09123,0.075553333
MEIS1,1.937666667,2.030333333
MEIS1-AS2,0.152723333,0.07503
ETAA1,7.584666667,5.828333333
C1D,13.74666667,9.303333333
LOC105374789,0.016243333,0.05192
DNAAF10,14.51333333,9.502666667
PNO1,37.08666667,17.87
PPP3R1,53.68,39.76
LOC107985892,0.117913333,0.046333333
FBXO48,0.965833333,0.330166667
APLF,1.0457,1.294666667
ANTXR1,1.154966667,3.624666667
GFPT1,17.15333333,16.04666667
NFU1,23.26333333,13.13333333
AAK1,7.364333333,6.721
LOC112268437,6.311666667,5.866666667
ANXA4,15.57,14.25
SMANTIS,0.074156667,0.09457
GMCL1,14.23,12.78666667
SNRNP27,36.38666667,25.59333333
MXD1,7.800666667,5.074333333
ASPRV1,0.541833333,0.479
PCBP1-AS1,1.751666667,1.552333333
PCBP1,317.3666667,164.6333333
LINC01816,1.907666667,0.9178
C2orf42,6.717666667,6.205666667
TIA1,13.58333333,16.30666667
PCYOX1,35.88333333,47.97666667
SNRPG,95.33,41.84333333
FAM136A,45.47333333,28.06333333
TGFA,16.14,0.530566667
LOC107985895,0.076696667,0
ADD2,0.001596667,0.026583333
CLEC4F,0.01908,0.0715
CD207,0.099373333,0.121196667
VAX2,1.184666667,0.999533333
ATP6V1B1,0.6216,2.060333333
ATP6V1B1-AS1,6.012666667,1.7394
LOC105374795,0.215133333,0.215366667
ANKRD53,11.91,9.77
TEX261,63.24333333,50.82666667
OR7E91P,2.459,0.014476667
NAGK,21.35666667,18
MCEE,9.001333333,6.609666667
MPHOSPH10,50.54333333,30.50666667
PAIP2B,1.744,3.118333333
ZNF638,40.24666667,38.72333333
DYSF,11.65333333,41.4
LOC105374798,0.1951,0.043549333
CYP26B1,8.058,1.311033333
EXOC6B,10.40533333,8.609666667
SPR,68.93,43.89
EMX1,0.140833333,1.116
SFXN5,11.49166667,4.745
LOC107985897,0.3498,0.076473333
LOC105374800,0.640733333,0.258633333
RAB11FIP5,18.91333333,24.66666667
SMYD5,59.56,36.12
PRADC1,33.12333333,14.36333333
CCT7,471.2333333,258.3333333
FBXO41,5.027333333,4.444333333
EGR4,0.260533333,0.22571
ALMS1,9.939333333,9.138
ALMS1-IT1,0.8651,0.6206
NAT8,0.083383333,0.127213333
ALMS1P1,0.07894,0.228633333
LOC112268418,0.028763333,0.295766667
TPRKB,45.18333333,25.23666667
DUSP11,40.24,24.56
C2orf78,0.0333,0.01048
LOC105374807,0.785966667,0.258233333
STAMBP,17.14333333,13.15
LOC112268419,4.865333333,3.242
ACTG2,1.417333333,2
DGUOK,54.67666667,36.26333333
DGUOK-AS1,33.54,24.18666667
TET3,4.157,5.228333333
BOLA3,80.15333333,29.17666667
BOLA3-DT,0.857866667,1.103733333
MOB1A,59.18,48.40333333
MTHFD2,81.68,75.61333333
SLC4A5,1.612333333,2.847
DCTN1,94.19,85.41
DCTN1-AS1,0.105156667,0.1253
C2orf81,1.1321,1.569666667
WDR54,22.71666667,13.58666667
RTKN,14.98666667,7.651
INO80B-WBP1,21.14,28.55666667
INO80B,15.70666667,16.42
WBP1,24.97666667,40.14
MOGS,65.59666667,69.92
MRPL53,95.39,66.07666667
CCDC142,7.014666667,5.738333333
TTC31,22.62333333,18.58333333
LBX2,2.847333333,1.198666667
LBX2-AS1,2.272666667,1.501666667
PCGF1,44.74666667,23.00333333
TLX2,0.271566667,0.078733333
DQX1,0.390033333,0.245123333
AUP1,142.5333333,101.4933333
HTRA2,25.89,19.96333333
LOXL3,4.089,2.980333333
DOK1,7.477333333,5.385
SEMA4F,3.801666667,4.152333333
LOC102724497,0.0587,0.206266667
LOC102724482,0.067963333,0.07636
HK2,61.09,49.21333333
LINC01291,5.103,2.979
LOC105374809,6.229333333,2.735333333
LINC01293,4.653333333,3.499
POLE4,52.79333333,27.51333333
TACR1,0.05788,0.013872
LOC105374811,0.300266667,0.1494
LOC107985900,0.1495,0.042476667
EVA1A,16.68333333,8.232333333
EVA1A-AS,0.136666667,0.04342
MRPL19,20.53,14.83
GCFC2,7.673666667,7.580666667
LOC105374813,0.380693333,0.6959
CTNNA2,0.01414,0.078783333
FUNDC2P2,0.01187,0.057163333
SUCLG1,160,107.81
DNAH6,0.03278,0.08718
TRABD2A,14.09,20.89666667
LOC105374837,4.0573,5.276666667
LOC105374836,28.83666667,32.21666667
TMSB10,4298,4683.333333
KCMF1,15.84666667,12.74666667
TCF7L1,2.242333333,14.13333333
TCF7L1-IT1,0,0.147433333
TGOLN2,123.3333333,191.2666667
RETSAT,58.24333333,66.25333333
ELMOD3,13.52333333,13.71
CAPG,159.8,119.1533333
LOC105374841,12.96,11.15766667
SH2D6,0.169666667,0.299133333
PARTICL,2.844666667,2.224666667
MAT2A,289,273.2
GGCX,21.40666667,23.51666667
VAMP8,136,108.51
VAMP5,1.932,2.955333333
RNF181,41.82,38.99666667
TMEM150A,12.83,19.37
USP39,88.71333333,59.70333333
C2orf68,9.817,13.79
SFTPB,0.059896667,0.078403333
GNLY,0.146333333,0.06212
ATOH8,0.5059,1.215033333
LOC284950,0.023516667,0.033023333
ST3GAL5,0.4943,0.949133333
ST3GAL5-AS1,0.016446667,0.07624
POLR1A,35.57666667,34.16
PTCD3,34.20333333,36.54666667
SNORD94,3.305666667,7.805666667
IMMT,146.6,124.6666667
MRPL35,40.07,28.85333333
REEP1,0.02357,0.019113333
KDM3A,35.01333333,41.84
RNF103-CHMP3,49.80666667,59.53333333
CHMP3,51.30333333,60.96666667
CHMP3-AS1,0.808433333,1.398633333
RNF103,10.84666667,18.09333333
RMND5A,19.69333333,32.54333333
CD8A,0.16912,0.2825
LOC105374846,0.009686667,0.046033333
ANAPC1P1,0.7294,0.592033333
RGPD1,0.147233333,0.305266667
PLGLB1,0.130183333,0.331966667
ANAPC1P2,13.33333333,18.95333333
LOC102724642,5.137666667,4.371666667
LOC107985908,0.01563,0.022643333
LOC105374848,0,0.03008
LOC105377635,0.3399,0.286866667
LINC01943,0.647566667,0.922466667
CYTOR,39.24666667,59.39
LOC107985909,0.048546667,0.036143333
LOC101928214,0.168966667,0.07631
ANAPC1P4,11.76666667,14.56666667
PLGLB2,0.255466667,0.906866667
RGPD2,0.219133333,0.313266667
LOC105374852,0.9228,1.005766667
KRCC1,24.26666667,25.71666667
LOC101928347,0.747966667,0.9002
THNSL2,11.34933333,16.36333333
FOXI3,0.918166667,0.282366667
LOC101928371,9.084333333,19.45333333
EIF2AK3,17.43333333,39.43666667
EIF2AK3-DT,1.988,1.719
LOC102724805,0.525933333,1.422
RPIA,37.18666667,23.92
LOC105374853,0.089306667,0.060646667
LOC107985911,5.926666667,6.680333333
KMT2CP4,0.09431,0.12005
IGKV3D-7,0.301766667,0.288966667
LSP1P4,34.13666667,32.01666667
KMT2CP5,0.065733333,0.105183333
GGT8P,1.3298,1.712666667
BMS1P23,1.860666667,1.898333333
LOC107985915,0.718633333,0.7382
TEKT4,0.037623333,0.035756667
MRPS5,28.64666667,15.61
ZNF514,4.937,5.539
ZNF2,3.698333333,4.029666667
PROM2,77.93333333,6.717333333
KCNIP3,6.75,6.834
FAHD2A,12.88333333,9.635
LOC105373490,2.733,3.331666667
LOC101926959,0.044083333,0.146453333
LINC00342,5.330666667,5.236333333
ANKRD36C,2.961,2.854333333
FAHD2CP,23.33,20.48
GPAT2,40.38666667,22.44
LOC105373494,0.004166667,0.011893333
ADRA2B,0.18803,0.061306667
ASTL,0.051306667,0.156233333
DUSP2,9.873666667,7.973333333
STARD7,154.2,86.22333333
STARD7-AS1,10.075,6.701333333
TMEM127,26.6,22.50333333
CIAO1,58.75,43.51
SNRNP200,154.1666667,129.4333333
NCAPH,30.64666667,6.83
NEURL3,0.4174,0.5412
ARID5A,5.785,5.813
KANSL3,20.1,18.61666667
FER1L5,0.099456667,0.196266667
LMAN2L,32.95,38.43333333
CNNM4,12.82,11.99333333
CNNM3-DT,1.0801,0.6157
CNNM3,14.88,11.91
ANKRD23,4.911666667,4.128333333
ANKRD39,21.44,9.950333333
SEMA4C,30.30666667,11.43266667
FAM178B,0.855033333,0.331733333
FAHD2B,11.055,12.78
ANKRD36,3.867333333,4.217666667
LOC100506076,9.025333333,12
LOC107985920,0.09935,0.082003333
APPAT,9.575,12.72
ANKRD36B,2.883333333,3.011666667
COX5B,285.6666667,205.3333333
ACTR1B,44.28,44.44333333
C2orf92,1.282,1.673666667
ZAP70,0.034395667,0.090823333
TMEM131,32.26,22.50666667
VWA3B,0.047183333,0.018673333
INPP4A,5.502333333,4.856666667
COA5,18.27333333,20.19666667
UNC50,34.88,29.79
MGAT4A,0.142406667,0.393666667
CRACDL,0.1483,0.4265
TSGA10,1.308666667,1.629333333
C2orf15,1.081666667,1.626666667
LIPT1,4.874333333,5.108333333
MITD1,13.85333333,10.757
MRPL30,36.18666667,28.43333333
LYG2,0.124233333,0.047566667
LYG1,0.420933333,0.424733333
TXNDC9,37.21,22.39666667
LOC107985923,1.316666667,1.192766667
EIF5B,79.74666667,59.89333333
REV1,7.821,6.065666667
LONRF2,0.066783333,0.286466667
PDCL3,30.64,19.03666667
NPAS2,4.819666667,1.332666667
RPL31,247.6666667,300.1
TBC1D8,8.410333333,5.898666667
LOC105373510,0.769833333,1.277666667
TBC1D8-AS1,0.396333333,0.2138
CNOT11,43.37333333,32.8
LOC105373511,5.115,3.914333333
RNF149,11.56333333,8.782
SNORD89,5.941666667,4.590666667
CREG2,0.9738,0.200966667
MAP4K4,101.1766667,53.25666667
IL1R2,0.052003333,0.041523333
LOC107985926,0.002177333,0.026496667
IL1R1,9.700666667,14.09333333
IL1RL2,1.081466667,0.661333333
IL1RL1,0.8312,0.016188333
IL18R1,1.367333333,0.652466667
SLC9A4,0.047003333,0.167733333
SLC9A2,0.295633333,0.3046
MFSD9,5.211,4.765666667
TMEM182,3.279666667,2.942
LINC01935,0.168,0.198666667
MRPS9,26.92666667,16.23666667
MRPS9-AS1,30.21666667,17.25
GPR45,0.031733333,0.171253333
TGFBRAP1,13.36333333,9.624333333
C2orf49-DT,2.642333333,1.976333333
C2orf49,4.387666667,4.548666667
FHL2,24.36,2.045666667
NCK2,12.31666667,12.75666667
UXS1,34.5,31.55333333
ANAPC1P6,2.146,1.719333333
RGPD3,1.249666667,1.150666667
LOC107985931,0.049876667,0.047643333
LINC01886,0.091076667,0.155866667
RGPD4,0.859066667,0.666
SULT1C2,0.121986667,0.896633333
GCC2,11.70666667,13.00666667
GCC2-AS1,4.436333333,5.206666667
LIMS1,20.5,19.89333333
LIMS1-AS1,0.417133333,0.430033333
RANBP2,37.43666667,30
CCDC138,5.688666667,2.996
SH3RF3,0.006640667,0.010561667
SEPTIN10,38.74,31.88
SOWAHC,30.04,23.38666667
RGPD5,4.479333333,4.389666667
LOC102724848,0.096433333,0.137566667
LIMS3-LOC440895,0.942466667,0.880666667
LIMS3,1.282,1.189
LINC01123,17.40333333,13.92666667
LOC112268438,2.003,0.4638
LOC105373985,0.4245,0.10293
MALL,31.18666667,2.191333333
MIR4436B1,0.790133333,0
NPHP1,3.459666667,3.579333333
MTLN,8.347333333,4.202
LOC105373551,0.025523333,0.00362
LOC105375809,0.585466667,0.151416667
LINC01106,16.53333333,12.08
LIMS4,1.948333333,1.771333333
LOC105373552,0.8601,0.7506
RGPD6,4.048666667,4.007333333
BUB1,101.79,22.31333333
ACOXL,0.588433333,0.136233333
ACOXL-AS1,0.072083333,0.05698
BCL2L11,9.948,10.40533333
MIR4435-2HG,18.99333333,25.63333333
LOC101927283,0.266166667,0.165933333
SOCAR,0.504233333,0.605533333
LOC105373559,0.053616667,0.036556667
LOC107985933,0.06853,0.15055
ANAPC1,35.23,24.64666667
MERTK,4.759333333,2.381333333
TMEM87B,14.97333333,10.39566667
FBLN7,0.797033333,0.645
ZC3H8,4.786666667,3.380666667
ZC3H6,1.625666667,2.589333333
RGPD8,3.042,2.964333333
TTL,10.68,8.112333333
LOC105373562,0.54,0.274166667
POLR1B,23.84,19.33666667
LOC101927330,1.106,1.444666667
CHCHD5,12.35,8.361666667
LOC107985934,1.173566667,0.2523
SLC20A1-DT,2.849333333,0.605866667
SLC20A1,147.2333333,38.53333333
NT5DC4,2.513,0.4627
CKAP2L,28.13333333,6.894333333
IL1A,0.1962,0.12091
IL1B,0.2157,0.468866667
IL37,0.078796667,0.030956667
IL36B,0.095443333,0.016953333
IL36RN,1.525166667,0.019616667
IL1RN,1.283733333,0.1824
PSD4,8.117666667,2.931
PAX8,3.581333333,5.076666667
PAX8-AS1,16.02333333,22.98333333
LOC105373567,0.193066667,0.506933333
LINC02966,1.859666667,3.792333333
ZNG1B,10.56733333,8.786666667
FOXD4L1,0.329,0.3247
WASH2P,11.83666667,13.39
DDX11L2,1.288666667,0.5439
RPL23AP7,9.131,6.963333333
RABL2A,5.989666667,6.058666667
LOC112268423,0.310233333,0.436066667
SLC35F5,11.09666667,13.25
LOC105373570,0.023026667,0.044336667
ACTR3-AS1,0.700366667,1.178366667
ACTR3,81.72333333,57.24333333
LINC01191,0.06918,0.12416
LINC02992,0.725633333,0.4463
DDX18,106.3,67.11333333
LOC107985939,3.338333333,3.820666667
CCDC93,15.49,13.82333333
LOC101929908,0.323866667,0.24345
INSIG2,12.83,11.55666667
THORLNC,0.872466667,0.505633333
LOC107985815,0.115936667,0.142613333
LOC105373579,0.269833333,0.2225
EN1,0.082563333,0.06327
MARCO,0.1815,3.035333333
STEAP3,45.31333333,71.93666667
STEAP3-AS1,9.504666667,13.59333333
LOC105373581,5.851,9.741333333
C2orf76,2.234333333,1.477666667
DBI,133.5333333,81.54
TMEM37,2.643,5.644
SCTR,0.021253333,0.13041
SCTR-AS1,0.147446667,1.420933333
CFAP221,0.194,0.728
TMEM177,8.094333333,6.954333333
LOC101927764,0.262166667,0.3417
PTPN4,6.02,7.005333333
EPB41L5,4.002333333,4.577
LOC105373582,0.205233333,0.342666667
TMEM185B,28.3,16.09
LOC105373583,3.812,0.067596667
RALB,111.1666667,35.25
LOC105373989,0.125553333,1.061433333
INHBB,0.500966667,4.791
LOC105373585,0.033043333,0.106556667
GLI2,1.909666667,1.948
TFCP2L1,3.418666667,7.050666667
CLASP1,11.68333333,12.98
CLASP1-AS1,0.463466667,0.4052
RNU4ATAC,0.8244,0.2701
NIFK-AS1,13.07666667,9.834333333
NIFK,67.30666667,52.4
TSN,68.90666667,42.82333333
LOC105373590,0.014283333,0.040043333
LINC01823,0.055003333,0.13237
BIN1,18.92,17.00666667
CYP27C1,6.154666667,1.891
ERCC3,45.6,35.70333333
MAP3K2,11.66666667,9.405333333
MAP3K2-DT,1.445666667,1.387
PROC,0.142166667,0.130463333
LOC105373608,0.10815,0.137333333
IWS1,39.52,29.85666667
MYO7B,0.796066667,0.09532
LOC101927834,0.300633333,0.036436667
LIMS2,0.826566667,1.760666667
GPR17,0.691066667,0.414233333
WDR33,15.28666667,11.89666667
SFT2D3,3.026,3.622333333
POLR2D,25.53,15.52333333
AMMECR1L,16.32,15.87333333
LOC107985944,0.438666667,0.637066667
SAP130,31.06,23.06333333
UGGT1,29.69333333,26.69
HS6ST1,18.62333333,17.91
RAB6C-AS1,0.036466667,0.041936667
RAB6C,0.1752,0.206166667
MED15P9,0.245233333,0.090146667
CCDC74B,7.202333333,1.831333333
SMPD4,71.41666667,41.62666667
MZT2B,180.4333333,134.2666667
TUBA3E,0.082473333,0.056223333
CCDC115,17.74,12.65
IMP4,60.87333333,32.63666667
PTPN18,30.81666667,20.81
LOC105373618,0.038023333,0.067493333
ARHGEF4,10.75666667,8.895666667
FAM168B,32.31333333,28.82333333
PLEKHB2,83.78,58.77333333
POTEE,0.04098,0.039666667
RAB6D,0.764833333,1.164333333
NOC2LP2,0.171906667,0.1252
MZT2A,28.06666667,18.92
TUBA3D,0.812,0.563366667
MIR4784,10.05166667,4.698666667
SMPD4BP,17.47,14.45
CCDC74A,12.5,2.748
C2orf27A,5.017666667,7.103
CDRT15P3,0.866133333,1.783733333
FAM201B,0.08988,0.050786667
GPR39,13.03333333,6.072
LYPD1,5.645666667,2.801666667
MGAT5,15.74333333,14.41
TMEM163,0.336,0.313966667
ACMSD,0.196966667,0.159633333
CCNT2-AS1,1.433666667,1.631
CCNT2,8.962333333,7.847
MAP3K19,0.017825667,0.015038667
RAB3GAP1,31.37333333,34.20333333
SNORA40B,0,0.5412
ZRANB3,5.072666667,4.503333333
R3HDM1,36.25,23.97333333
LOC107985946,4.424666667,4.584
UBXN4,66.04666667,70.69
LCT,0.087013333,0.019516667
MCM6,110.5166667,45.70666667
DARS1,96.08,59.97333333
DARS1-AS1,16.46333333,9.647666667
HNMT,6.776333333,7.133333333
LOC107985948,0.318366667,0.276833333
SPOPL-DT,0.185733333,0.14547
SPOPL,12.98333333,14.68666667
LOC105373652,0.00958,0.045206667
KYNU,1.589,1.183
LOC101928386,0.10385,0.115653333
GTDC1,1.825,2.663
ZEB2,0.9305,2.740333333
ACVR2A,1.88,3.297666667
ORC4,8.499333333,9.975
MBD5,1.769,2.686
LOC105373673,0.105126667,0.548666667
EPC2,11.22666667,13.16
KIF5C,0.013286667,0.040036667
LYPD6B,0.032196667,0.03819
LYPD6,0.742633333,1.787333333
MMADHC,131.8333333,101.3466667
MMADHC-DT,12.71333333,11.30333333
LOC105373682,0.042796667,0.04835
RND3,42.70666667,68.45
LINC02612,0.077066667,0.17674
LOC105373686,0,0.1527
RBM43,5.411333333,6.643333333
NMI,25.75333333,16.90666667
RIF1,18.86,12.00666667
NEB,0.214066667,0.225133333
ARL5A,22.7,20.27
CACNB4,0.008952667,0.015073333
STAM2,14.09666667,9.918333333
LOC105373689,0.213083333,0.1805
FMNL2,34.24333333,41.23
PRPF40A,40.54333333,30.92
ARL6IP6,14.6,7.169
RPRM,0.187766667,0.134733333
LINC01876,1.1538,1.3597
NR4A2,1.3692,1.451333333
FLJ46875,0.996666667,0.936533333
GPD2,35.60333333,15.44
LOC105373707,0.209496667,0.067523333
GALNT5,1.832,4.795666667
FAM133DP,9.649333333,6.613333333
ACVR1C,0.124766667,0.2112
ACVR1,11.02366667,15.62333333
LOC105373714,0.30009,0.31969
UPP2,0.01928,0.028443333
CCDC148-AS1,0.3341,0.24205
CCDC148,0.610133333,0.859866667
PKP4,25.78,19.24
LOC105373715,0.3381,0.108356667
PKP4-AS1,2.707,1.942333333
TANC1,12.33333333,13.64666667
LOC105373716,0.4342,0.7231
WDSUB1,6.008333333,5.609666667
BAZ2B,3.833333333,5.452666667
BAZ2B-AS1,0.804566667,1.138366667
MARCHF7,23.43333333,19.91
LY75-CD302,0.166433333,0.455966667
CD302,0.202333333,0.390233333
LY75,0.118663333,0.512433333
PLA2R1,0.1269,0.7474
ITGB6,10.57166667,0.3825
LINC02478,1.2081,0.851
RBMS1,24.16333333,16.46
MIR4785,4.415333333,3.736666667
TANK,15.13,17.09666667
PSMD14-DT,2.279666667,2.738666667
LINC01806,5.424666667,3.596
PSMD14,146.3,83.12666667
AHCTF1P1,5.280333333,4.214666667
DPP4,19.30666667,40.33666667
DPP4-DT,1.612666667,3.104666667
LOC101929532,0.004843333,0.014253333
FAP,0.044773333,0.028783333
IFIH1,15.30266667,6.005
GCA,3.607,3.023
KCNH7,0.007886667,0.035153333
FIGN,2.722666667,2.473333333
LOC107985957,0.073736667,0.065726667
GRB14,1.912666667,0.7506
COBLL1,4.196666667,1.457333333
SNORA70F,1.062633333,0
SCN3A,0.003216,0.010684333
SCN2A,0,0.022122333
GALNT3,22.14666667,3.399333333
LOC100506124,0.845033333,1.090333333
TTC21B,3.657,2.36
TTC21B-AS1,0.240466667,0.068613333
SCN1A,0,0.019778
SCN1A-AS1,0.248066667,0.771333333
SCN9A,0.595366667,1.790333333
XIRP2,0.061823333,0.08728
XIRP2-AS1,0.077193333,0.072326667
B3GALT1-AS1,0,0.2455
STK39,10.14233333,4.443666667
LOC107985959,0.11625,0.08015
LOC102724081,0.074426667,0.214133333
CERS6,8.413333333,13.03
CERS6-AS1,7.82,13.12
NOSTRIN,0.782233333,0.6994
SPC25,23.16666667,5.462666667
DHRS9,1.189633333,0.529833333
BBS5,8.723333333,8.072666667
KLHL41,0.6775,0.959833333
FASTKD1,12.93333333,7.376
PPIG,24.72,18.29
CFAP210,0.501333333,0.317466667
PHOSPHO2,5.269333333,5.709
PHOSPHO2-KLHL23,5.430666667,4.030666667
KLHL23,5.164666667,3.665666667
SSB,149.3333333,112.9333333
METTL5,74.87666667,50.21
UBR3,17.08,14.86
MYO3B,0.4644,0.04889
LOC100130256,0.004703333,0.049043333
ERICH2-DT,0.272266667,0.698266667
LINC01124,0.353433333,0.9438
SP5,0.747966667,1.704
ERICH2,2.62,4.082333333
GAD1,2.280333333,4.021333333
GORASP2,81.16666667,78.98666667
TLK1,19.66666667,18.15
LOC107983995,0.275933333,0.639066667
LOC105373737,0.171073333,0.309766667
METTL8,9.903333333,10.14566667
DCAF17,8.673333333,8.222
CYBRD1,0.1552,4.996333333
DYNC1I2,54.64666667,50.85666667
SLC25A12,18.12,13.43333333
HAT1,43.05333333,19.51666667
METAP1D,6.647666667,8.076
DLX1,0.3989,0.365233333
DLX2,1.321,0.892733333
DLX2-DT,0.4199,0.19688
ITGA6,120.3333333,18.05
ITGA6-AS1,0.518033333,0.540166667
PDK1,4.624,3.825333333
RAPGEF4-AS1,0,0.02264
RAPGEF4,0.12211,0.253966667
MAP3K20,28.36333333,20.94
MAP3K20-AS1,9.758666667,6.452333333
CDCA7,53.02666667,20.17
SP3,22.04666667,14.36333333
OLA1,56.65666667,44.42333333
CIR1,23.35333333,24.84333333
SCRN3,8.089666667,9.878333333
GPR155,0.332466667,0.961133333
GPR155-DT,0.4872,0.834266667
WIPF1,0.187666667,0.031856667
H3P6,125.5666667,131.2666667
CHN1,4.415666667,1.765666667
ATF2,26.28,31.07
MIR933,0.699566667,1.066466667
ATP5MC3,89.40333333,45.15666667
LNPK,14.34333333,11.41333333
HOXD12,0.034506667,0.054936667
HOXD10,0,0.0384
HOXD9,0.02879,0.0381
LOC100129455,0.031006667,0.159846667
HOXD8,0.12436,0.362466667
HOXD-AS2,0.5471,0.814333333
LOC401021,0.142243333,0.181833333
HOXD4,1.819666667,2.640666667
HOXD3,0.112543333,0.2468
HAGLR,0.192533333,0.316
MTX2,48.27666667,33.43
LINC01116,0.221633333,0.823933333
LOC105373759,0.6038,0.471533333
HNRNPA3,143.3666667,90.78
MIR4444-1,274.7666667,163.7
NFE2L2,75.31333333,79.11666667
LOC100130691,0.548,1.278366667
AGPS,32.32333333,23.71333333
IFT70B,3.659666667,3.259
IFT70A,3.953333333,3.574666667
PDE11A,0.054833333,0.177966667
PDE11A-AS1,0.063356667,0.123523333
RBM45,8.274,5.904
OSBPL6,4.067333333,2.78
CHROMR,10.42666667,6.538333333
PRKRA,31.57,22.95333333
PJVK,0.4885,0.660666667
FKBP7,1.887666667,4.913
PLEKHA3,2.366,2.209666667
TTN-AS1,1.873,2.571
TTN,0.454733333,0.6028
LOC101927055,0.036923333,0.043496667
CCDC141,0.03161,0.007983667
LOC105373766,0.091356667,0.008173333
SESTD1,4.572666667,3.816333333
ZNF385B,0.062736667,0.134596667
CWC22,22.68333333,17.59666667
SCHLAP1,0.2138,0
LOC105373771,0.048306667,0
UBE2E3-DT,0.257166667,0.079083333
UBE2E3,26.32333333,9.983333333
ITGA4,0.009298,0.02198
CERKL,0.0546,0.091716667
ITPRID2,31.11333333,19.7
PPP1R1C,1.033466667,0.679666667
PDE1A,0.007428333,0.003518667
DNAJC10,14.95,12.71666667
NCKAP1,32.84333333,24.43333333
DUSP19,0.6941,1.113666667
NUP35,24.17333333,9.354
FSIP2-AS2,0,0.071476667
FSIP2,0.003433,0.159183333
FSIP2-AS1,0,0.1757
LINC01473,0.208066667,0.5364
LOC105373785,0.360633333,0.258
ZC3H15,115.0333333,70.50666667
LOC107985784,0.050483333,0.113133333
ITGAV,51.97333333,60.03666667
FAM171B,5.313333333,1.116
CALCRL-AS1,0.134066667,0.10043
CALCRL,0.005836667,0.05158
TFPI,26.18333333,36.77333333
GULP1,17.50666667,5.801
MIR561,0.555366667,0.729333333
COL3A1,0.009812,0.141233333
COL5A2,1.72,1.836666667
WDR75,42.52333333,29.28666667
SLC40A1,0.8147,0.3478
ASNSD1,59.24,43.85666667
ASDURF,38.10333333,28.98
LOC105373793,0.240266667,0.312766667
ANKAR,1.143666667,1.3
OSGEPL1,7.938666667,6.265666667
OSGEPL1-AS1,0.117733333,0.131666667
ORMDL1,13.82333333,14.35333333
PMS1,11.74666667,10.43566667
LOC105373796,1.999,1.668
C2orf88,0.4976,0.9343
HIBCH,17.75666667,17.32
