Genes,Sensitive,Resistant
SNORA77,3.013,4.221
LINC00260,1.3391,1.293666667
LOC102723543,0.9084,0.7995
LAX1,0.01039,0.01365
ZC3H11A,46.69,49.29666667
ZBED6,9.418,14.00666667
SNRPE,82.39666667,46.18666667
SOX13,17.35666667,10.17733333
ETNK2,3.002,3.751333333
ERLNC1,0.635666667,0.6437
REN,0.326453333,0.04499
KISS1,0.201553333,0.315266667
GOLT1A,1.456333333,2.734666667
PLEKHA6,1.685666667,0.678033333
LINC00628,0.111323333,0
PPP1R15B,22.46,20.52333333
PIK3C2B,6.156,5.252333333
MDM4,4.127,4.056
LOC105371692,0.258333333,0.242633333
LRRN2,0.2864,0.214333333
NFASC,0.00307,0.013263333
TMEM81,1.802333333,1.717666667
RBBP5,19.08,12.95
DSTYK,10.16966667,11.66
TMCC2,1.243666667,0.9082
NUAK2,6.419,6.744
KLHDC8A,0.01007,0.019176667
LEMD1-AS1,0.0066,0.06847
LEMD1,0.909066667,1.511333333
BLACAT1,5.992666667,7.164333333
MIR135B,1.48,1.943333333
CDK18,10.36733333,14.88333333
MFSD4A-AS1,0.118583333,0.028496667
MFSD4A,0.8297,0.360333333
ELK4,9.579333333,10.27566667
SLC45A3,10.51,5.028
LOC105371701,0.7282,0.439433333
NUCKS1,179.7,113.9933333
RAB29,19.65666667,21.36
SLC41A1,22.82666667,21.34333333
PM20D1,0.14173,0.165733333
PM20D1-AS1,0.059076667,0.149976667
SLC26A9-AS1,0.759,0.5105
LOC103021295,24.82,26.97
RAB7B,3.904666667,1.433333333
CTSE,0.705133333,0.045296667
FAM72A,14.13666667,3.176
SRGAP2,21.05333333,12.84
IKBKE,8.669666667,7.462666667
RASSF5,2.594333333,1.606333333
EIF2D,23.64333333,22.58333333
DYRK3-AS1,1.823,1.786333333
DYRK3,7.298333333,7.957333333
MAPKAPK2,54.93,59.16
IL19,0.016426667,0.02121
IL20,0.021733333,0.44568
LOC105372879,0.921533333,0.484266667
IL24,4.165666667,6.552666667
FCMR,3.392666667,3.752
PIGR,0.020983333,0.06297
C1orf116,5.136666667,0.342233333
YOD1,7.765333333,7.398
PFKFB2,5.608666667,2.871666667
LOC107985251,0,0.010410667
CD55,33.86666667,30.81333333
CD46,80.07,75.39
MIR29B2CHG,0.755266667,0.493633333
MIR29C,2.649666667,1.189333333
MIR29B2,0.2226,0.6352
LOC148696,0.463093333,0.09809
CD34,0.002208667,0.014753333
LINC02767,0.06828,0.050856667
PLXNA2,3.326,2.613
LOC105372884,0.065443333,0.068116667
MIR205HG,2.861633333,0.053866667
MIR205,3.047533333,0
LOC105372898,0.062816667,0.011403333
CAMK1G,0.12266,0.139656667
LAMB3,305.6,103.1233333
MIR4260,522,181.1
HSD11B1-AS1,0.784666667,0.3067
G0S2,73.55,16.66
TRAF3IP3,0.527766667,0.3766
C1orf74,4.515666667,2.792666667
IRF6,24.40333333,12.08666667
UTP25,14.04666667,11.47666667
SYT14,0.046276667,0.05032
SERTAD4-AS1,4.686333333,8.389666667
SERTAD4,3.975,2.541666667
LINC02602,0.103893333,0.359333333
HHAT,0.425033333,3.18
KCNH1,0.044723333,2.276
LOC105372901,0,0.090523333
KCNH1-IT1,0,0.495533333
LOC105372902,0.605366667,0.371066667
RCOR3,7.439,8.068666667
TRAF5,4.748333333,3.963333333
LINC00467,26.27333333,10.99666667
LOC107985259,3.178333333,1.465666667
SLC30A1,35.36666667,16.39
NTRAS,0.179466667,0.237766667
NEK2,45.88333333,9.484
NEK2-DT,0.2622,0.094683333
LPGAT1,19.99,16.28333333
INTS7,30.77,14.92666667
DTL,42.14666667,9.143333333
RPL21P28,11.93666667,8.478333333
LINC02608,0.176566667,0.03879
PPP2R5A,31.73333333,21.01333333
PACC1,9.639,9.367
LOC105372906,3.674333333,2.380333333
NENF,97.88666667,105.43
ATF3,4.468666667,19.63
LINC02773,0.037546667,0.05355
BATF3,2.783333333,1.771666667
NSL1,5.998333333,4.205333333
TATDN3,10.70133333,9.085333333
SPATA45,0.2468,0.5378
FLVCR1-DT,13.38333333,10.56
FLVCR1,11.29666667,7.430333333
VASH2,0.314333333,0.717866667
ANGEL2,19.09666667,15.08666667
RPS6KC1,15.98333333,13.83333333
SMYD2,58.27333333,30.12
PTPN14,17.93666667,18.23
CENPF,100.35,38.32
KCTD3,80.87333333,59.82333333
USH2A,0.029053333,0.115726667
GPATCH2,4.352,3.961333333
SPATA17,0.467566667,0.7273
SPATA17-AS1,0.981933333,1.788
RRP15,10.48933333,7.358
TGFB2-AS1,5.754666667,24.00666667
TGFB2,20.95333333,90.92666667
TGFB2-OT1,8.39,42.28333333
LINC02869,0.04769,0.295366667
LYPLAL1-DT,0.1114,0.666133333
LYPLAL1,2.555,2.963333333
LOC107984018,0.003536667,0.075903333
LYPLAL1-AS1,0.026246667,0.435363333
ZC3H11B,2.683666667,2.449333333
EPRS1,180.7,177.0333333
BPNT1,21.69333333,24.15
IARS2,192.6666667,155.3
LOC105373475,0.149916667,0.192966667
MIR215,0.317866667,0.773466667
RAB3GAP2,24.05666667,32.37333333
AURKAP1,1.191666667,1.458666667
C1orf115,0.131593333,3.092
MTARC2,2.054333333,5.203
MTARC1,1.228233333,1.1259
HLX-AS1,0.191926667,0.422166667
HLX,0.878966667,0.824633333
LINC02817,0.004013333,0.149506667
DUSP10,7.997,3.929666667
LINC01655,0.804466667,1.338666667
LINC02257,4.500333333,3.118
LINC02474,150.6666667,72.65333333
LINC01705,0.101866667,0.133983333
LOC105372956,2.557333333,3.068666667
HHIPL2,3.994666667,4.266333333
TAF1A,7.315666667,4.008
TAF1A-AS1,1.3196,2.413
MIA3,20.40666667,25.31
AIDA,71.99333333,65.31333333
BROX,38.92666667,35.07666667
DISP1,2.371666667,3.628333333
LOC107985323,0.042123333,0.05811
TLR5,2.58,4.626
SUSD4,5.879666667,10.662
LOC105373025,0.118066667,0.04827
CCDC185,0.576933333,0.872033333
CAPN8,1.170433333,0.213433333
LOC105373281,0.3075,0.590933333
CAPN2,232.6333333,173.1666667
LOC105373046,0.171606667,0.1223
LOC105373041,3.782666667,3.204666667
TP53BP2,30.24333333,38.82666667
GTF2IP20,8.72,11.87866667
SEPTIN7P13,1.919333333,3.357
FBXO28,22.49333333,24.13666667
DEGS1,66.64333333,58.72666667
LOC101927164,3.831,2.482333333
NVL,18.29666667,12.74333333
CNIH4,16.69333333,14.87
WDR26,29.54,47.38333333
MIR4742,4.199666667,5.383
CNIH3,1.767333333,1.412333333
CNIH3-AS2,0.241733333,0.036323333
CNIH3-AS1,0.052536667,0.011652667
LINC02813,0.056176667,0.02779
DNAH14,1.444666667,1.712666667
LBR,64.09333333,30.29333333
LINC02765,0.098723333,0.098296667
ENAH,48.07,75.84666667
LOC102723834,1.212,5.050666667
LOC107985352,0.03593,0.207146667
SRP9,315.7333333,289.4
EPHX1,39.11666667,60.56333333
TMEM63A,13.98333333,20.51
LEFTY1,0.210633333,0.200223333
PYCR2,83.11,59.17333333
MIR6741,8,7.401666667
SDE2,15.24,14.51333333
H3-3A,189.4333333,204.7666667
LINC01703,2.825333333,3.197
ACBD3,40.49,42.33666667
ACBD3-AS1,32.75666667,36.22
LIN9,7.644,3.745
PARP1,211.8,187.1333333
STUM,0.009402333,0.008683667
ITPKB,3.558666667,4.310666667
LOC105373119,0.2629,0.222333333
PSEN2,10.438,9.899666667
LOC107985354,0.399966667,0.355666667
COQ8A,31.27,45.76
CDC42BPA,14.28333333,19.18
LOC105373122,0.032363333,0.13757
ZNF678,3.097333333,2.236666667
SNAP47,16.87333333,18.59666667
JMJD4,16.54333333,17.47666667
LOC105373289,0.4269,0.204273333
PRSS38,0.109333333,0
WNT9A,62.07333333,9.584
MIR5008,23.33,5.002666667
LOC107985355,3.102,2.129
WNT3A,0.097163333,0.0499
LINC02809,0.101006667,0.136333333
ARF1,426.1333333,336.4333333
MIR3620,14.32333333,9.500333333
C1orf35,33.16,24.1
MRPL55,15.16666667,13.45
GUK1,187.5666667,197.5
GJC2,0.426,0.629866667
IBA57-DT,1.0377,1.286833333
IBA57,2.745333333,3.615666667
OBSCN-AS1,1.431,3.619333333
OBSCN,6.862333333,8.863666667
LOC101927401,2.169333333,2.769
TRIM11,24.59,20.57666667
MIR6742,1.728833333,2.2105
TRIM17,0.5695,0.8478
H2AC25,3.260666667,13.28233333
H2BC26,0.482033333,0.861533333
RNF187,64.87333333,81.00666667
BTNL10P,0.066103333,0.146466667
LOC105373124,0.247833333,1.019133333
RNA5S9,0.1517,0.5725
RNA5S15,1.027733333,0.971
RNA5S16,1.027733333,0.838333333
RHOU,5.029666667,8.602666667
DUSP5P1,4.254666667,8.252
LOC102723935,0.352033333,0.181216667
RAB4A-AS1,5.608666667,5.334
RAB4A,16.43333333,21.14666667
CCSAP,6.848,6.337
ACTA1,0.242933333,0.3902
NUP133,48.12666667,38.28333333
NUP133-DT,0.221066667,0.543466667
ABCB10,13.51,13.42666667
TAF5L,13.78666667,12.69666667
URB2,21.64666667,14.48
GALNT2,89.96333333,144.5333333
PGBD5,0.221166667,1.329666667
COG2,30.22333333,29.96
LOC107985358,16.91333333,17.04666667
AGT,2.519333333,28.51666667
CAPN9,0.139366667,0.277333333
LOC107985359,0.06322,0.180566667
C1orf198,15.07,44.03666667
LOC101927604,0.336066667,1.236333333
TTC13,7.849666667,6.635666667
ARV1,18.53333333,19.47666667
FAM89A,5.217333333,5.015333333
MIR1182,12.51766667,10.15833333
TRIM67,0.003756667,0.01959
C1orf131,27.25666667,21.73
GNPAT,51.63,54.68666667
EXOC8,12.62,13.12333333
SPRTN,9.229,8.075333333
LOC107985360,0.657066667,0.8113
EGLN1,27.80666667,29.88333333
TSNAX-DISC1,2.163333333,2.697333333
TSNAX,27.74,24.91
DISC1,0.0884,0.658033333
DISC2,0.027763333,0.11521
DISC1-IT1,0,0.142566667
LOC105373172,0,0.043776667
SIPA1L2,5.865333333,7.28
MAP10,1.36,1.903333333
LOC107985361,7.598,8.812333333
NTPCR,9.243333333,12.93666667
PCNX2,6.469,8.744
MAP3K21,6.050666667,7.630333333
LOC107985362,0.05518,0.202976667
SLC35F3,3.300333333,0.270963333
LOC107985363,0.017853333,0.11162
SLC35F3-AS1,0.13277,0.008496667
LOC105373206,0.28,0
COA6-AS1,15.70666667,10.883
COA6,26.84333333,18.31333333
TARBP1,15.22666667,18.61
IRF2BP2,63.45,67.84333333
LINC00184,0.3781,0.11505
LOC101927787,0.230633333,0.012786667
LOC105373207,0.140476667,0.013663333
LINC01132,0.511,0.867733333
LNCATV,0.482533333,0.5347
LINC01348,1.844333333,1.672666667
TOMM20,142.5333333,224.7666667
LOC105379283,1.746333333,1.668
SNORA14B,3.621,2.527
RBM34,47.18,43.96
ARID4B,16.42333333,19.31666667
GGPS1,18.60333333,22.00333333
TBCE,16.05666667,13.99333333
B3GALNT2,16.48666667,15.79666667
GNG4,0.010443333,0.019126667
LYST,6.502333333,9.122333333
LOC105373215,0.256766667,0.350366667
LINC02768,0.348366667,0.4502
NID1,0.092306667,0.090083333
ERO1B,0.170866667,0.548066667
EDARADD,0.2775,0.13719
LGALS8,12.42333333,10.84
LGALS8-AS1,2.285333333,1.666333333
HEATR1,56.89666667,43.93333333
MTR,17.44666667,17.53333333
LOC105373218,0.12108,0.073363333
LOC105373220,0,1.070066667
LINC01139,0,0.176966667
RGS7,0.228033333,0.687733333
FH,116.7666667,84.33
KMO,3.450666667,4.376666667
OPN3,17.42,20.61666667
CHML,19.79,19.02666667
WDR64,0,0.056883333
EXO1,39.89,12.57466667
BECN2,0.055896667,0.132436667
MAP1LC3C,0.4771,14.82266667
LINC01347,1.628,1.613
CEP170,22.26,27.4
SDCCAG8,3.692666667,3.942333333
AKT3,3.525666667,6.174333333
ZBTB18,5.959666667,13.10666667
SPMIP3,0.025846667,0.029433333
ADSS2,53.29666667,43.25333333
CATSPERE,0.101496667,0.539433333
DESI2,26.95333333,32.08
COX20,33.11333333,26.87
HNRNPU,256.3333333,188.9333333
SNORA100,182.1666667,144.9333333
LOC101928068,0.211733333,0.401833333
EFCAB2,1.365,1.421333333
LOC107985725,0.054296667,0.029193333
KIF26B,0.496866667,1.390266667
LOC105373265,0.138676667,0.301633333
SMYD3,3.850666667,3.089333333
TFB2M,41.83333333,38.41666667
CNST,11.03666667,11.96333333
LOC105373271,0.081683333,0.054306667
LOC102724382,0.058616667,0.160366667
SCCPDH,52.14,60.88333333
LINC01341,1.374,1.803333333
AHCTF1,44.14,35.88666667
ZNF695,3.373666667,1.530766667
ZNF670-ZNF695,7.103333333,3.374
ZNF670,5.023666667,5.521
ZNF669,9.338666667,9.361333333
FLJ39095,0.312466667,0.939533333
LINC02897,0.1907,0.4399
ZNF124,3.207333333,3.684333333
MIR3916,55.19333333,39.12666667
LOC105373273,0.080866667,0.331333333
ZNF496,7.852333333,11.41333333
ZNF496-DT,0.8078,1.391333333
NLRP3,0,0.037466667
OR2T8,0.010303333,8.934666667
OR2T33,0.01906,9.293
OR2T12,0,0.2513
SH3BP5L,23.41666667,29.82333333
MIR3124,4.277666667,8.063
ZNF672,22.75,24.80666667
ZNF692,16.35666667,18.94666667
PGBD2,5.784666667,6.196666667
LOC105379854,0.260396667,0.335433333
LOC101060632,0.090323333,0.087703333
LOC102724250,13.00666667,18.39333333
LOC105379523,0.162933333,0.195466667
LOC107987365,0.772766667,0.538733333
LOC107987366,0.202366667,0.4638
LOC102724562,1.007233333,0.946133333
LOC105379524,0.4022,0.3293
LOC440570,0.049283333,0.114853333
SH3YL1,6.821,5.988666667
ACP1,110.8,94.29666667
ALKAL2,0.04802,0.09159
LOC105373346,0.03626,0.063273333
LINC01865,0.868833333,0.032026667
TMEM18,12.23,9.974
TMEM18-DT,0.904233333,0.536866667
LOC105373480,0.101786667,0.2681
TPO,0.07403,0.04532
PXDN,3.712,0.556966667
LOC107985840,0.041513333,0.112046667
EIPR1,32.42666667,24.83666667
TRAPPC12,12.54,10.32333333
ADI1,52.25333333,48.44666667
RNASEH1,26.23,20.92
RNASEH1-DT,23.85333333,14.30666667
RPS7,1894.333333,1911
COLEC11,0.383933333,0.792466667
ALLC,0.024237,0.078056667
DCDC2C,0.014523333,0.111596667
NRIR,1.2379,0
CMPK2,4.249333333,0.125146667
RSAD2,4.405666667,0.5408
GRASLND,0.5695,0.1738
RNF144A,0.785366667,0.7747
LINC01814,0.008208,0.033396667
ID2-AS1,0.489933333,0.5994
ID2,18.71666667,9.36
KIDINS220,17.45333333,20.88333333
MBOAT2,21.53,16.82
LOC105373414,0.5838,0.2407
LOC105373416,0.115623333,0.018193333
LOC105373415,0.062986667,0.023886667
ASAP2,22.79333333,21.08333333
ITGB1BP1,34.53,27.35
CPSF3,57.32666667,39.52333333
IAH1,8.789,8.965333333
ADAM17,16.90666667,25.37666667
LOC101929643,0.689,1.695666667
YWHAQ,718.2333333,518.7
LOC105373418,0.8968,0.18202
TAF1B,17,17.78
LOC105373422,0.173413333,0.6578
GRHL1,3.908,0.8298
LOC112268412,1.326666667,2.298
KLF11-DT,1.244,1.956666667
KLF11,17.94,18.86
CYS1,0.170233333,0.2759
RRM2,183.2333333,38.70333333
LOC105373424,2.380333333,0.575733333
LOC101929691,0.452133333,0.379133333
HPCAL1,67.03333333,47.38
ODC1,306.3666667,284.7666667
SNORA80B,1.8712,4.880666667
ODC1-DT,2.221333333,2.976333333
LOC105373426,0.163666667,0.010096667
NOL10,29.65666667,22.84666667
RN7SL832P,0.772033333,0.546566667
ATP6V1C2,37.81666667,40.38333333
LOC105373428,2.333,2.708333333
PDIA6,228.5666667,242.8
LINC01954,0.0774,0.186966667
KCNF1,0.278073333,0.03636
FLJ33534,0.087276667,0.019663333
C2orf50,0.141166667,0.06513
SLC66A3,8.994333333,11.97
ROCK2,29.83666667,28.98333333
LOC105373429,0.196303333,0.168466667
E2F6,10.41133333,8.362666667
GREB1,0.363633333,1.568
LPIN1,18.28333333,19.71
MIR3681HG,0.032593333,0.01798
TRIB2,3.957666667,2.396666667
NBAS,18.23,21.64333333
DDX1,171.8333333,135.6
CYRIA,0.075416667,0.00337
SMC6,35.12333333,22.26
GEN1,12.13666667,5.826
LOC105373449,0.182633333,0.094763333
KCNS3,9.049333333,3.714
NT5C1B-RDH14,5.454666667,6.902
RDH14,12.29333333,16.02
LOC105373456,0.437966667,0.615166667
NT5C1B,0.141816667,0.252766667
LINC01376,0.3241,0.798233333
OSR1,0.367233333,1.831333333
LINC00954,0.100653333,0.101133333
TTC32,8.567333333,9.371
WDR35,15.8,20.43
WDR35-DT,0.6562,1.967
MATN3,2.151666667,3.939
LAPTM4A,212,371.8666667
LAPTM4A-DT,0.14608,0.202533333
SDC1,150.1666667,100.31
PUM2,24.95,25.99666667
RHOB,70.97,70.69333333
HS1BP3,11.016,10.82066667
HS1BP3-IT1,1.617333333,1.227666667
GDF7,0.079763333,0.054506667
LDAH,6.221,5.928
LINC02923,0.06416,0.126533333
KLHL29,12,12.06333333
LOC105374325,0.028592667,0.017433333
LOC102723401,0.00896,0.02077
ATAD2B,2.811333333,3.029
UBXN2A,11.56333333,11.84
MFSD2B,1.786333333,0.620333333
WDCP,19.06666667,16.8
FKBP1B,8.490333333,7.677666667
SF3B6,254.9666667,220.3666667
FAM228B,7.904,13.71333333
TP53I3,23.30666667,35.84333333
PFN4,0.791366667,1.074633333
LOC105374328,0.060376667,0.083866667
FAM228A,0.010063333,0.113116667
ITSN2,8.788666667,10.29966667
NCOA1,8.223,13.87
PTRHD1,36.14,64.71
LOC105369164,0.195233333,0.17043
CENPO,34.52666667,19.09666667
ADCY3,37.12333333,18.71
LOC105377626,0.657233333,0.610333333
DNAJC27,2.219333333,2.498666667
DNAJC27-AS1,0.296633333,0.5717
EFR3B,0.385133333,0.605866667
DNMT3A,2.859666667,4.673
DTNB,3.573,4.948333333
DTNB-AS1,0.548433333,0.7241
LOC105374332,0.187503333,0.0567
ASXL2,17.72333333,16.19666667
KIF3C,40.96333333,30.42333333
RAB10,122.7333333,139.0666667
LOC105374333,1.0501,0.2123
GAREM2,2.301666667,1.851333333
HADHA,200.0333333,213.8
HADHB,100.7666667,157.3333333
LOC105374334,0.123233333,0.08651
ADGRF3,1.037666667,0.760866667
SELENOI,40.89333333,30.12666667
DRC1,0.070816667,0.041936667
OTOF,0.004679667,0.1556
CIMIP2C,0.5463,0.1543
CIB4,0.024493333,0.032256667
KCNK3,0.208333333,0.1862
SLC35F6,45.90666667,51.99
CENPA,74.09,23.53
MAPRE3,26.18666667,23.07
MAPRE3-AS1,0.413466667,0.1504
TMEM214,94.52333333,98.98333333
AGBL5-AS1,0.2204,0.1228
AGBL5,42.99666667,46.02666667
OST4,305.5,327.3
EMILIN1,0.424466667,0.410933333
KHK,1.915333333,1.0391
CGREF1,0.492966667,0.298266667
ABHD1,10.89,8.797666667
PREB,85.52333333,68.93666667
TCF23,0.010786667,0.006788667
SLC5A6,49.68666667,37.24666667
ATRAID,108.7333333,117.7666667
CAD,83.03666667,62.48333333
SLC30A3,0.505366667,0.714833333
DNAJC5G,0.135793333,0.155836667
TRIM54,3.55,3.482666667
UCN,2.160666667,2.984333333
MPV17,26.33,27.77666667
GTF3C2,66.98,54.67333333
GTF3C2-AS1,50.63,40.42333333
GTF3C2-AS2,12.57,12.79
EIF2B4,40.81,37.7
SNX17,110.0233333,107.33
ZNF513,3.955,4.248
PPM1G,327.3,228.1666667
FTH1P3,0.678066667,0.415633333
NRBP1,148.7333333,153.0666667
KRTCAP3,22.42,9.095
IFT172,11.86333333,21.46
FNDC4,1.809333333,1.876666667
GCKR,0.119693333,0.093116667
SPATA31H1,0.679766667,1.206
ZNF512,10.68433333,16.36666667
CCDC121,1.880666667,1.534333333
GPN1,65.01,45.37
SUPT7L,26.91,32.4
SLC4A1AP,40.93,39.86666667
LINC01460,1.1284,4.940666667
LOC105374378,1.282633333,2.858333333
MRPL33,197.1,297.2
RBKS,8.614333333,8.138
BABAM2,33.02333333,41.47
BABAM2-AS1,2.978333333,3.198333333
LOC105374369,4.240666667,2.121333333
MIR4263,7.304333333,10.49266667
LOC100505736,0.07964,0.030563333
LOC100505716,0.28,0.591666667
LOC105374382,0.578166667,0.568633333
LOC105374383,0.394933333,0.376233333
FOSL2-AS1,0.552566667,0.8805
FOSL2,52.16,110.0333333
LOC102723530,0.041333333,0.369033333
PLB1,0.214933333,0.224566667
LOC105374384,0.040803333,0.038863333
LOC100505774,0.174566667,0.13762
PPP1CB-DT,0.464133333,0.6044
PPP1CB,101.1933333,107.4666667
SPDYA,4.083666667,3.880666667
TRMT61B,19.8,21.57
WDR43,88.8,66.86666667
SNORD53,1.399666667,1.522166667
SNORD53B,2.286,2.661
TOGARAM2,0.03523,0.048003333
CLIP4,16.24333333,10.284
ALK,0.171866667,0.10299
YPEL5,16.12,57.79
LBH,6.242,13.55666667
LCLAT1,10.42166667,10.372
GALNT14,0.016936667,0.03653
CAPN14,0.012033333,0.035116667
EHD3,0.654666667,1.324
XDH,1.995333333,0.224333333
SRD5A2,0,0.041716667
LOC107985862,0.091766667,0.062646667
MEMO1,14.18,10.668
DPY30,26.12333333,18.55333333
SPAST,12.20333333,13.14666667
SLC30A6,19.37,19.13
NLRC4,0.168366667,0.333133333
YIPF4,9.565333333,12.09666667
BIRC6,18.18333333,19.57666667
TTC27,45.35,33.01333333
LINC00486,0.008553333,0.02029
LTBP1,18.51,11.00433333
RASGRP3,0.121766667,0.828233333
RASGRP3-AS1,0.262416667,0.342133333
FAM98A,104.8133333,73.14
LOC105374455,0.083396667,0.116126667
LINC01317,0.046423333,0.195733333
CRIM1-DT,4.041666667,8.619333333
CRIM1,35.94333333,81.66
FEZ2,48.62,46.47666667
VIT,0,0.042536667
STRN,11.71,10.229
HEATR5B,11.31,12.25666667
GPATCH11,17.84666667,12.55333333
EIF2AK2,25.87666667,27.76
CEBPZOS,23.14,23.97
CEBPZ,65.89666667,55.72666667
NDUFAF7,6.277666667,8.054666667
PRKD3,22.84666667,28.50666667
PRKD3-DT,0.282856667,0.4333
QPCT,0.171596667,0.5584
LINC03063,0.152443333,0.139746667
CDC42EP3,28.11,65.37333333
LOC107985870,0.017603333,0.040408
LOC107985869,0.022006667,0.187533333
PIRAT1,0.035573333,0.114696667
RMDN2,27.33666667,64.21
RMDN2-AS1,0.1695,0.33399
CYP1B1,158.9333333,383.1333333
CYP1B1-AS1,0.554666667,1.428333333
LOC107985871,0.312033333,0.579733333
LOC102723739,0.09349,0.181243333
ATL2,31.13,22.77333333
LINC02613,0.15846,0.273766667
HNRNPLL,23.38,24.44
GALM,23.87,21.07
SRSF7,114.4,82.69
GEMIN6,15.50666667,10.07566667
DHX57,29.19,24.53
LOC105374470,0.8271,1.457666667
MORN2,39.77666667,35.28666667
ARHGEF33,0.7008,1.013
LOC105374471,0.03509,0.112263333
LOC375196,1.775333333,1.788
SOS1,17.52333333,27.36666667
CDKL4,0.015526667,0.01483
MAP4K3,30.33333333,25.85
MAP4K3-DT,4.434,6.266666667
TMEM178A,0.2106,0.6097
THUMPD2,10.97666667,9.057666667
SLC8A1,0.006161667,0.013950667
LINC01913,0.040386667,0.094333333
LINC01914,0.279233333,0.754066667
LOC105374517,0,0.026026667
PKDCC,2.442666667,3.133
EML4,53.79666667,37.78666667
COX7A2L,34.91333333,37.19333333
KCNG3,1.533666667,0.9069
MTA3,4.053333333,4.239
LOC105374555,0.097813333,0.035166667
OXER1,0.05101,0.018233333
HAAO,0.02163,0.042666667
LOC107985876,0.02111,0.02081
LINC02580,0.103066667,0.1955
LOC105374570,0.020386667,0.009811667
ZFP36L2,40.48,28.51
LINC01126,0.698033333,0.934833333
THADA,26.44333333,19.59666667
PLEKHH2,0.5616,0.322666667
C1GALT1C1L,0.056466667,0.337933333
DYNC2LI1,8.735333333,10.05166667
LOC105374571,0.776433333,0.566433333
ABCG5,0.0751,0.101696667
ABCG8,0.00664,0.021726667
LRPPRC,135.5333333,130.9666667
PPM1B-DT,0.9419,1.298666667
PPM1B,8.383,10.324
SLC3A1,9.27,16.88
PREPL,21.6,35.60333333
CAMKMT,0.786166667,0.692066667
LOC105374573,0.040686667,0.0508
LINC01833,1.953,2.178
SIX3-AS1,0.122536667,0.090556667
SIX3,0.542166667,0.532833333
SIX2,2.424,1.494966667
LOC107985809,0.048416667,0.074693333
SRBD1,12.9,7.463
LOC102724965,1.141666667,0.685566667
PRKCE,1.410666667,1.278333333
EPAS1,64.69333333,133.5333333
LINC01820,0.030456667,0.3249
ATP6V1E2,6.472666667,5.305333333
RHOQ,17.27666667,42.56
RHOQ-AS1,0.576033333,1.31
PIGF,26.65666667,43.59666667
CRIPT,8.165,10.29433333
LOC105374584,0.150963333,0.387233333
SOCS5,10.39666667,11.88
LINC01118,0.1382,0.153266667
LINC01119,3.005666667,2.009666667
LOC107985880,0.158466667,0.104926667
MCFD2,111.7333333,98.26666667
TTC7A,15.68666667,12.72
STPG4,0.2023,0.05836
CALM2,208.6666667,147.7666667
EPCAM-DT,0.7249,1.977666667
LOC105374588,0.022246667,0.103136667
BCYRN1,16.33,6.411
EPCAM,294.2,28.12666667
MIR559,1.482866667,0
MSH2,19.16333333,11.244
KCNK12,0.1981,0.146033333
MSH2-OT1,0.540033333,0.2695
MSH6,97.55333333,67.55333333
FBXO11,38.78666667,44.50666667
LOC100506235,0.3936,0.525166667
FOXN2,12.07333333,7.841333333
PPP1R21,8.799666667,9.790666667
STON1-GTF2A1L,0.040796667,0.358333333
STON1,0.120716667,0.7064
LOC105369165,0.181666667,0.02206
LOC105374600,0,0.1679
ASB3,5.586,5.34
GPR75-ASB3,7.18,6.886333333
CHAC2,21.30666667,7.369333333
ERLEC1,12.75666667,13.55666667
LOC112268415,3.814666667,3.999
MIR3682,3.849,2.414666667
GPR75,2.115666667,1.238333333
PSME4,56.02666667,39.54333333
ACYP2,1.368666667,1.596666667
LOC105374615,0.04021,0.079616667
C2orf73,0.054046667,0.11847
SPTBN1,73.32,65.23333333
SPTBN1-AS1,0.089506667,0.13776
EML6,12.39666667,11.44
RTN4,80.55333333,79.16333333
LOC105374662,0.1659,0.480433333
CLHC1,0.6782,1.576333333
RPS27A,669.8,749.4
MTIF2,33.88,26.73666667
PRORSD1P,1.620666667,1.299666667
CCDC88A,21.87666667,17.61333333
CFAP36,28.05,31.19333333
PPP4R3B,43.52,33.13666667
PPP4R3B-DT,3.567,3.752333333
PNPT1,32.18333333,18.84
LOC112268416,0.4766,1.432333333
EFEMP1,107.0733333,197.0333333
LOC100129434,0.00641,0.047076667
CCDC85A,0.064213333,0.165193333
VRK2,13.01666667,7.663333333
LOC107984043,1.781333333,1.157266667
FANCL,15.96666667,10.15933333
PAPOLG,5.901,4.746
REL,4.592333333,5.910666667
PUS10,2.499666667,2.506333333
PEX13,15.11666667,12.68666667
SANBR,5.004333333,2.553666667
LOC105374759,1.826,1.940666667
C2orf74-DT,14.96333333,12.28333333
C2orf74,16.11666667,8.109666667
C2orf74-AS1,0.644966667,0.272833333
AHSA2P,17.31333333,15.17333333
USP34,23.75,26.21333333
USP34-DT,0.943366667,1.622666667
XPO1,169.5,145.7666667
LOC107985767,1.0441,0.528833333
FAM161A,5.191666667,3.964333333
CCT4,331.2333333,165.2666667
COMMD1,11.27666667,7.013333333
B3GNT2,14.29666667,8.831
LOC105374764,0.265966667,0.252066667
TMEM17,0.808533333,0.9207
EHBP1,17.98333333,11.04333333
EHBP1-AS1,5.090666667,3.254
OTX1,2.39,1.559
WDPCP,0.8064,0.768366667
LOC107985769,0.133843333,0.057806667
MDH1,213.0333333,122.4666667
UGP2,77.37666667,74.72333333
VPS54,10.43466667,8.804
PELI1,4.013333333,11.35333333
LOC100507006,0.181433333,0.791233333
LGALSL-DT,0.087983333,0.037543333
