Reaction_ID,Confidence_Level
SK_leu__L_c,-1
SK_met__L_c,-1
SK_phe__L_c,-1
SK_trp__L_c,-1
SK_asp__L_c,-1
SK_gln__L_c,-1
SK_glu__L_c,-1
SK_ser__L_c,-1
SK_gly_c,-1
SK_4abut_l,-1
DM_kynate_c,-1
DM_protein_c,-1
ATPS4mi,0
CYOR_u10mi,1
CYOOm3i,0
FCOAH2,-1
FOLR2,1
FUCGALFUCGALACGLCGALGLUSIDEte,-1
FUMm,2
FUMSO3tm,1
G6Pter,1
GALOR,1
GCC2am,0
GCC2bim,0
GCC2cm,0
GCCbim,0
GCCcm,0
GGH_10FTHF5GLUe,1
GGH_10FTHF6GLUe,1
GGH_10FTHF7GLUe,1
GGH_5DHFe,1
GGH_5THFe,1
GGH_6DHFe,1
GGH_6THFe,1
GGH_7DHFe,1
GGNG,0
GGT_L,-1
GHMT3,1
GLACO,0
GLACter,-1
GLBRAN,1
GLCAASE1ly,2
GLCAASE5ly,2
GLCNACASE1ly,1
GLCNACASE2ly,1
GLCNACASE3ly,1
GLCNACASE4ly,1
GLCURtly,1
GLDBRAN,3
GLU5Km,3
GLUCYS,1
GDHm,0
GLUDym,0
GluForTx,0
GLUNm,1
GLUt2m,0
GLXtm,-1
GLYATm,0
GLYCLTDy,2
GLYCtm,-1
GLYOXm,1
GPIAT,1
GPIMTer_U,2
GRTTx,2
GTHOr,2
GTHRDt,-1
GTMLTe,1
H2ETer,2
H2MTer_U,1
H2O2tn,-1
H2O2tp,-1
H2Otly,-1
H2Otp,-1
H5MTer_U,1
H6_ETer,2
H7_TAer,1
HACD1m,1
HAS2,0
HDCAter,-1
HGNTOR,1
HIStN1,0
HMGCOAS,2
HPDCAt,-1
HPYRRy,2
HS1ly,2
HS3ly,2
HS4ly,2
HSAT1ly,-1
HSAT4ly,-1
HSPGtly,-1
Htr,-1
ICDHxm,1
ICDHym,2
IDOAASE1ly,1
IDOAASE2ly,1
ILEtec,1
IPDDIx,0
KDNH,-1
LDH_Lm,0
LEUt5m,-1
LINKDEG4ly,-1
L_LACDcm,1
LNELDCCPT1,0
LNELDCCPT2,1
LNSTLSr,2
LTA4H,2
MDHm,2
ME2,1
MI1PS,1
MTAP,2
MTHFDm,1
NACHEX2ly,2
NACHEXA1ly,2
NACHEXA6ly,2
NACHEXA8ly,2
NADPHtxu,-1
NAt5,0
NDP6,1
NDPK10n,0
NDPK1n,0
NDPK2n,0
NDPK3n,0
NDPK5n,0
NDPK6n,0
NDPK8n,0
NP1,1
O2St,-1
O2Stx,-1
O2tm,-1
O2tp,-1
OCTAt,-1
OIVD1m,1
ORNt3m,0
ORNTArm,3
P5CRxm,2
PCm,1
PDX5POi,2
PEt,-1
PHCDm,1
PHEtec,0
PPItx,-1
PRAGSr,2
PRISTANALtx,-1
PSSA1_hs,2
PSt3,-1
PYAM5PO,2
S2TASE4ly,-1
S3TASE1ly,-1
S3TASE2ly,-1
SACCD4m,2
SCP21x,3
SK_citr__L_c,-1
SK_pre_prot_r,-1
SOAT12,2
SPODMn,2
SPODMx,2
STRDNCCPT2,1
SUCCtm,1
SUCCt4_2,0
SUCOAS1m,1
SUCOASm,1
THFt2_1,1
THYMDt1,1
TMNDNCCPT2,1
TRDR,2
TRDR3,2
UGT1A3r,0
UGT1A7r,0
UMPK2,3
UMPK6,3
URAt,1
URIDK2m,1
URIt4,0
VALtec,1
XYLTD_D,-1
XYLtly,-1
EX_fald_e,-1
EX_HC01444_e,-1
EX_HC01609_e,-1
EX_cpppg1_e,-1
CPS_m,1
ALATA_Lm,1
r0170,2
r0173,0
r0193,0
r0210,0
DHFRim,1
ALCD19y,1
r0280,0
r0340,1
ADADir,2
PYDXO_1,2
NAPRT,1
r0393,1
AGPOP,0
r0450,0
RNTR3,1
r0509,1
r0512,1
FTHFCLm,0
r0525,2
DUTCP,1
BETALDHy,2
r0575,2
r0595,1
HPROym,2
ACACT4m,1
r0636,2
ACOAR5m,1
ACACT6m,1
r0641,0
r0652_1,1
ECOAH5m,1
r0707,1
r0714_1,1
r0720_1,1
HACD5m,1
HACD4m,1
ECOAH4m,1
r0732,1
ACOAR4m,1
r0783,3
ACOAR2m,1
r0795,-1
SUCFUMtm,1
r0853,-1
r0970,-1
r0990,-1
r0999,-1
CHOLESTTDe,-1
r1109,-1
r1116,-1
r1135,1
r1146,-1
AKGICITtm,1
DUTUP,1
r1380,3
r1664,3
r1670,3
r1959,3
r2079,1
r2095,1
r2097,1
r2140,0
r2142,0
r2143,0
r2197,0
r2198,0
r2312,0
r2314,1
r2338,0
RE0577C,0
ECOAR,-1
RE3051C,-1
RE3052C,-1
CHLSTD78I,1
FAOXC123C102m,1
FAOXC12C12OHm,2
FAOXC12DCTc,1
FAOXC14DCC12DCx,1
FAOXC15NADPx,1
FAOXC163C143m,3
EX_ethamp_e,-1
EX_L2aadp_e,-1
EX_udpglcur_e,-1
FOLOAT1tc,0
EX_argargmet_e,-1
EX_argserser_e,-1
EX_aspmetasp_e,-1
EX_aspprolys_e,-1
SK_hdca_c,-1
SK_lnlncacoa_c,-1
SK_pydam_c,-1
SK_stcoa_c,-1
EX_2obut_e,-1
EX_glcn_e,-1
ACACt2,1
ADK1,0
ADSS,0
HMR_0795,0
HMR_2817,2
HMR_2821,2
HMR_2857,2
HMR_4772,1
